fam162a	FAM162B
zgc:110239	CTSV
zgc:110239	CTSL
fkbp14	FKBP14
her3	HES3
gnai3	GNAI1
gnai3	GNAI3
rab5ab	RAB5A
igf2bp2b	IGF2BP2
pcp4a	PCP4
fahd1	FAHD1
crybb2	CRYBB2
emg1	EMG1
camkk1a	CAMKK1
stk38l	STK38L
slx9	SLX9
lipib	PNLIPRP3
lipib	PNLIP
lipib	LIPI
pde12	PDE12
anks1ab	ANKS1A
lrrtm4l1	LRRTM4
si:dkey-1c7.2	FCAMR
pinx1	PINX1
jag2b	NOTCH4
jag2b	JAG2
sars1	SARS1
cdc42ep4b	CDC42EP4
hsp90b1	HSP90B1
ezh1	EZH1
septin6	SEPTIN6
lnpk	LNPK
fancd2	FANCD2
nkain4	NKAIN4
bbx	BBX
rock2bl	ROCK2
sema3e	SEMA3E
zgc:153441	DHRSX
bach2b	BACH2
utp23	UTP23
prkacba	PRKACA
prkacba	PRKACG
prkacba	PRKACB
aspg	ASPG
smad1	SMAD1
vps45	VPS45
nras	NRAS
cherp	CHERP
rrad	RRAD
tmem121b	TMEM121B
ngdn	NGDN
stx3a	STX3
kansl3	KANSL3
filip1a	FILIP1
jmjd1cb	JMJD1C
acaa2	ACAA2
slc22a6l	SLC22A8
ifi44a3	IFI44L
ifi44a3	IFI44
tafazzin	TAFAZZIN
PRKAR2B	PRKAR2B
crk	CRK
synpo2lb	SYNPO2L
pip5k1cb	PIP5K1C
dynlrb2	DYNLRB2
scamp5a	SCAMP5
mmab	MMAB
si:ch211-159i8.4	MXRA5
chchd3b	CHCHD3
sestd1	SESTD1
orai1b	ORAI1
lama1	LAMA1
aasdh	AASDH
disp3	DISP3
dusp23b	DUSP23
smyd1a	SMYD1
ppdpfa	PPDPF
ppdpfa	PPDPFL
tmem168a	TMEM168
si:dkey-11o1.2	CEACAM20
itpr2	ITPR2
mt2	MT2A
mt2	MT1H
mt2	MT1G
mt2	MT1B
mt2	MT1X
mt2	MT1F
mt2	MT3
mt2	MT1A
mt2	MT1M
mt2	MT1E
mt2	MT4
mt2	MT1HL1
elovl1b	ELOVL1
tasorb	TASOR
cdh1	CDH3
ephb1	EPHB1
gpr85	GPR85
si:dkey-154p10.3	ZNF160
si:dkey-154p10.3	ZNF665
si:dkey-154p10.3	ZNF347
si:dkey-154p10.3	ZNF84
si:dkey-154p10.3	ZFP92
si:dkey-154p10.3	ZNF208
si:dkey-154p10.3	ZNF91
si:dkey-154p10.3	ZNF184
si:dkey-154p10.3	ZNF107
si:dkey-154p10.3	ZNF729
si:dkey-154p10.3	ZNF99
si:dkey-154p10.3	ZNF181
si:dkey-154p10.3	ZNF302
hepacama	HEPACAM
mepceb	MEPCE
igsf10	IGSF10
cmpk2	CMPK2
si:dkey-5i3.1	ELAPOR2
fhl5	FHL5
LRRTM4	LRRTM4
igfbp1b	IGFBP1
xpo6	XPO6
gatm	GATM
rbpjl	RBPJL
jarid2b	JARID2
si:cabz01069582.1	P4HA3
epb41a	EPB41
cfl1	CFL1
ovol1b	ZNF174
ovol1b	ZSCAN29
ovol1b	SCAND1
ovol1b	OVOL3
ovol1b	ZSCAN18
ovol1b	ZNF444
ovol1b	ZNF496
ovol1b	ZNF18
ovol1b	ZNF274
ovol1b	PEG3
ovol1b	ZNF446
ovol1b	ZNF641
ovol1b	ZNF202
ovol1b	ZSCAN5C
ovol1b	ZSCAN5A
ovol1b	ZNF770
ovol1b	ZKSCAN2
ovol1b	ZSCAN5B
ovol1b	ZSCAN1
chrnb2	CHRNB2
smtnl	SMTNL2
prom1b	PROM1
cabp1b	CABP1
snx27a	SNX27
tm4sf18	TM4SF18
frmpd2	FRMPD2
mef2aa	MEF2A
xrcc3	XRCC3
she	SHE
coq10a	COQ10A
slc35d1a	SLC35D1
ints8	INTS8
setd4	SETD4
pip4k2aa	PIP4K2A
trhra	TRHR
dtx2	DTX2
tent2	TENT2
myca	MYC
gadd45ga	GADD45G
kif1b	KIF1B
si:ch73-6k14.2	DEPP1
git1	GIT1
ccnjl	CCNJL
trpc1	TRPC1
tmem98	TMEM98
hip1rb	HIP1R
pi4kab	PI4KA
irf2a	IRF2
dhtkd1	DHTKD1
erbb2	ERBB2
ckap2l	CKAP2L
mrpl28	MRPL28
flrt3	FLRT3
rnf103	RNF103
abraxas1	ABRAXAS1
purg	PURG
poln	POLN
pdha1b	PDHA2
pdha1b	PDHA1
gcnt7	GCNT7
caska	CASK
prr18	PRR18
dipk2ab	DIPK2A
btbd7	BTBD7
ppm1lb	PPM1L
rdh14a	RDH14
marcksa	MARCKS
mixl1	MIXL1
gemin8	GEMIN8
p3h1	P3H1
cnnm4b	CNNM4
qpctlb	QPCTL
ubtfl	SP100
ubtfl	SP140L
ubtfl	UBTFL1
ubtfl	HMGB4
dnmt3bb.1	DNMT3B
rtn4rl1a	RTN4RL1
myom1a	MYOM1
ctrb.1	CTRB2
ctrb.1	CTRB1
ankrd39	ANKRD39
slc6a5	SLC6A5
fgf8a	FGF8
plp2b	PLP2
cap2	CAP2
ybx1	YBX1
slc38a11	SLC38A11
dthd1	DTHD1
mzt1	MZT1
myl6	MYL6B
myl6	MYL6
ada	ADA
csnk1db	CSNK1D
adgrg4b	ADGRG2
npc2.2	NPC2
bcar3	BCAR3
sorbs2a	SORBS2
zbtb44	ZBTB44
ctrb.2	CTRB2
ctrb.2	CTRB1
ttc27	TTC27
sccpdhb	SCCPDH
ptgfrnb	PTGFRN
snx18b	SNX18
stn1	STN1
eif4ebp3	EIF4EBP3
slc16a6a	SLC16A6
sacm1lb	SACM1L
arl15b	ARL15
thbs1b	THBS1
timm8a	TIMM8A
thap4	THAP4
ftcd	FTCD
pgrmc2	PGRMC2
c1qc	C1QC
nop58	NOP58
cox16	COX16
lats1	LATS1
ift88	IFT88
sox7	SOX7
glcea	GLCE
bptf	BPTF
kcng4a	KCNG4
si:ch211-250m6.12	SEPTIN14
ccdc157	CCDC157
dok7b	DOK7
herpud1	HERPUD1
GARRE1	GARRE1
cdca7b	CDCA7L
larp1b	LARP1B
il1rapl2	IL1RAPL2
wnt9b	WNT9B
emc8	EMC8
serpinb1l3	SERPINB8
rpp14	RPP14
plekhs1.2	PLEKHS1
asgrl1	CLEC4M
asgrl1	CLEC4G
asgrl1	FCER2
asgrl1	CLEC6A
asgrl1	CD209
asgrl1	CLEC4A
asgrl1	CD207
hs6st1a	HS6ST1
mphosph10	MPHOSPH10
mllt11	MLLT11
tmc2a	TMC2
npepps	NPEPPS
sf3b5	SF3B5
mon2	MON2
best4	BEST4
nog3	NOG
il17a/f3	IL17F
zgc:66472	ZNF160
zgc:66472	ZNF665
zgc:66472	ZNF497
zgc:66472	CTCFL
zgc:66472	ZNF48
zgc:66472	ZNF785
zgc:66472	ZNF347
zgc:66472	ZNF84
zgc:66472	ZNF282
zgc:66472	ZNF764
zgc:66472	ZNF747
zgc:66472	ZNF688
zgc:66472	ZFP92
zgc:66472	ZNF208
zgc:66472	ZNF91
zgc:66472	ZNF473
zgc:66472	ZNF420
zgc:66472	ZNF594
zgc:66472	ZNF574
zgc:66472	ZNF184
zgc:66472	ZNF107
zgc:66472	ZNF729
zgc:66472	ZNF99
zgc:66472	ZNF689
zgc:66472	ZNF569
zgc:66472	ZNF181
zgc:66472	ZNF302
ppm1h	PPM1H
ppm1h	PPM1M
ppm1h	PPM1J
ppm1h	PPM1N
tecrb	TECR
etaa1a	ETAA1
ccdc88c	CCDC88C
ercc3	ERCC3
rgma	RGMA
kel	MME
itga2.2	ITGA2
sft2d3	SFT2D3
ebf1a	EBF1
gria2a	GRIA2
zbtb22b	ZBTB22
kif22	KIF22
vegfc	VEGFC
map2k2a	MAP2K2
cdc16	CDC16
zgc:158258	C1orf116
efnb3a	EFNB3
im:7147486	ZFP91
acsf2	ACSF2
nlk2	NLK
dnajb1b	DNAJB1
dnajb1b	DNAJB8
dnajb1b	DNAJB7
ubxn6	UBXN6
st3gal5	ST3GAL5
scg2b	SCG2
rps10	RPS10
ppfia3	PPFIA3
rpl18a	RPL18A
bsnd	BSND
fbxo18	FBH1
zgc:162472	BDP1
tnfaip2b	TNFAIP2
itga1	ITGA1
dnah12	DNAH12
nkx2.4a	NKX2-4
aak1a	AAK1
ywhae1	YWHAE
dock4b	DOCK4
igsf21a	IGSF21
mettl27	METTL27
kcnq5a	KCNQ5
si:ch211-51h9.6	C22orf39
qdprb.1	QDPR
mapk1	MAPK1
eif4ebp1	EIF4EBP1
fhod1	FHOD1
tmem170b	TMEM170B
c1qtnf6a	C1QTNF6
trnau1apa	TRNAU1AP
otulinb	OTULIN
lrp10	LRP10
si:dkey-250k15.9	CEACAM20
cdkn1a	CDKN1A
zgc:195212	TOP6BL
psip1a	PSIP1
ubtd1b	UBTD1
dnm1a	DNM1
slc5a3b	SLC5A3
sema6cb	SEMA6C
asb14b	ASB14
fuca2	FUCA2
rp2	RP2
ttll7	TTLL7
irx5b	IRX5
pde4dip	PDE4DIP
rangap1a	RANGAP1
si:dkey-50i6.5	THAP3
si:dkey-50i6.5	THAP6
txlnbb	TXLNB
cp	CP
mmp14a	MMP14
angpt2a	ANGPT2
ano2a	ANO2
snrpd1	SNRPD1
ptgir	PTGIR
msrb1b	MSRB1
dnd1	DND1
prdm1a	PRDM1
med20	MED20
asb8	ASB8
bricd5	BRICD5
vcpkmt	VCPKMT
rbp1.1	RBP1
klhl36	KLHL36
gorab	GORAB
cdkn1cb	CDKN1C
vps8	VPS8
polm	POLM
ascl1b	ASCL2
tp53bp2a	TP53BP2
elapor2a	ELAPOR2
nck1b	NCK1
ccdc120b	CCDC120
krt94	KRT19
opn1sw1	OPN1SW
nkd2a	NKD2
tmem199	VMA12
ttc4	TTC4
me1	ME1
rps15	RPS15
svopl	SVOPL
myoz1a	MYOZ1
map10	MAP10
atp6v0e1	ATP6V0E1
si:ch211-148l7.4	ZNF160
si:ch211-148l7.4	ZNF665
si:ch211-148l7.4	ZNF497
si:ch211-148l7.4	CTCFL
si:ch211-148l7.4	ZNF48
si:ch211-148l7.4	ZNF785
si:ch211-148l7.4	ZNF347
si:ch211-148l7.4	ZNF84
si:ch211-148l7.4	ZNF282
si:ch211-148l7.4	ZNF764
si:ch211-148l7.4	ZNF747
si:ch211-148l7.4	ZNF688
si:ch211-148l7.4	ZFP92
si:ch211-148l7.4	ZNF208
si:ch211-148l7.4	ZNF91
si:ch211-148l7.4	ZNF184
si:ch211-148l7.4	ZNF107
si:ch211-148l7.4	ZNF729
si:ch211-148l7.4	ZNF99
si:ch211-148l7.4	ZNF689
si:ch211-148l7.4	ZNF569
si:ch211-148l7.4	ZNF181
si:ch211-148l7.4	ZNF302
auh	AUH
ccdc47	CCDC47
draxinb	DRAXIN
fbxl5	FBXL5
pon2	PON3
pon2	PON1
pon2	PON2
kcnj3a	KCNJ3
si:ch73-182e20.4	PRSS33
si:ch73-182e20.4	KLK15
si:ch73-182e20.4	PRSS48
vasnb	VASN
srsf4	SRSF4
got1	GOT1
ca12	CA12
nupr1b	NUPR2
nupr1b	NUPR1
klhl22	KLHL22
mtmr3	MTMR3
foxred1	FOXRED1
rbfox1	RBFOX1
tbc1d31	TBC1D31
mapk15	MAPK15
cnpy4	CNPY4
nipal3	NIPAL3
ganabb	GANAB
gpr161a	GPR161
thsd7aa	THSD7A
dpysl5b	DPYSL5
colgalt2b	COLGALT2
celf2	CELF2
polr2f	POLR2F
haus6	HAUS6
ebf1b	EBF1
sox1b	SOX1
mrps30	MRPS30
kcnk12l	KCNK17
kcnk12l	KCNK7
pcyt1aa	PCYT1A
abi3bpb	ABI3BP
nmur1b	NMUR1
C11H1orf50	C1orf50
alg8	ALG8
eral1	ERAL1
pikfyve	PIKFYVE
si:dkey-78k11.9	NPSR1
tsfm	TSFM
gyg1a	GYG1
ilf2	ILF2
fzd7b	FZD7
moxd1	MOXD1
si:dkey-62k3.6	PLSCR3
si:dkey-62k3.6	PLSCR4
si:dkey-62k3.6	PLSCR2
fbxw4	FBXW4
cfap300	CFAP300
pip5kl1	PIP5KL1
neurl1aa	NEURL1
tifa	TIFA
ucmab	UCMA
si:ch211-232i5.3	FYB2
nfe2l1a	NFE2L1
sfxn5a	SFXN5
pih1d1	PIH1D1
dapp1	DAPP1
cep290	CEP290
b4galt2	B4GALT2
bmal1b	BMAL1
aplp2	APLP2
zgc:112163	C1orf74
plekhj1	PLEKHJ1
serpina1l	SERPINA4
gemin6	GEMIN6
septin7a	SEPTIN7
vav3b	VAV3
pdzrn4	PDZRN4
cenph	CENPH
whrnb	WHRN
mast2	MAST2
mrps31	MRPS31
atg13	ATG13
zbtb3	ZBTB3
phlda3	PHLDA3
fbxo40.2	FBXO40
wtip	WTIP
cntnap5a	CNTNAP5
bag1	BAG1
pnpla6	PNPLA6
zmiz1a	ZMIZ1
necab2	NECAB2
lratd2b	LRATD2
rap1gapl	RAP1GAP2
si:cabz01087415.1	CPNE6
naxd	NAXD
zc4h2	ZC4H2
fzd3b	FZD3
chmp5a	CHMP5
pwp2h	PWP2
ap5s1	AP5S1
pgfb	PGF
alx1	ALX1
hes2.2	HES2
sp4	SP4
hsbp1b	HSBP1
arsia	ARSI
rabl6b	RABL6
cacng7b	CACNG7
tnpo2a	TNPO2
abhd17ab	ABHD17A
gnsa	GNS
asb13a.2	ASB13
itprid2	ITPRID2
mipepb	MIPEP
mhc2daa	HLA-DQA1
mhc2daa	HLA-DQA2
F2R	F2R
psmb10	PSMB10
kif25	KIF25
dnajb4	DNAJB4
plcd4a	PLCD4
nedd8	NEDD8
grhl2a	GRHL2
ahsa1a	AHSA1
csf3b	CSF3
lyrm4	LYRM4
nrcama	NRCAM
tmem144a	TMEM144
ifit12	IFIT3
ifit12	IFIT5
ifit12	IFIT1
ifit12	IFIT2
ifit12	IFIT1B
epob	EPO
map3k21	MAP3K21
serpinh1a	SERPINH1
elf3	ELF3
fam117ba	FAM117B
rsph14	RSPH14
hnrnpa0l	HNRNPA3
tal1	TAL1
cdk19	CDK19
dolk	DOLK
ramp2	RAMP2
masp2	MASP2
pdpk1b	PDPK1
tekt3	TEKT3
kcnh5b	KCNH5
exo1	EXO1
ank1b	ANK1
ivd	IVD
cmss1	CMSS1
nrarpa	NRARP
sema3ab	SEMA3A
chtopa	CHTOP
tmem120ab	TMEM120A
chrnb1l	CHRNB1
vps39	VPS39
cdk1	CDK1
gphb5	GPHB5
ddx23	DDX23
COLEC10	COLEC10
zdhhc16b	ZDHHC16
si:ch211-226m7.4	CFAP107
crfb2	IFNLR1
trappc4	TRAPPC4
ypel1	YPEL1
tango2	TANGO2
crfb15	IL22RA1
crfb15	IL10RA
crfb15	IFNAR2
crfb15	IFNGR1
sh3bgrl	SH3BGRL
edn1	EDN1
chchd4a	CHCHD4
erh	ERH
plagl2	ZNF174
plagl2	ZSCAN29
plagl2	ZNF576
plagl2	SCAND1
plagl2	OVOL3
plagl2	ZSCAN18
plagl2	ZNF444
plagl2	ZNF496
plagl2	ZNF18
plagl2	ZNF274
plagl2	PEG3
plagl2	ZNF446
plagl2	ZNF641
plagl2	PLAGL2
plagl2	ZNF202
plagl2	ZSCAN5C
plagl2	ZSCAN5A
plagl2	ZNF770
plagl2	PLAGL1
plagl2	ZKSCAN2
plagl2	ZSCAN5B
plagl2	ZSCAN1
ap3m1	AP3M1
egln3	EGLN3
prrg1	PRRG1
ddx24	DDX24
b3gnt2b	B3GNT2
phf13	PHF13
fyco1a	FYCO1
lrrc23	LRRC23
si:dkey-11o1.7	CEACAM20
megf11	MEGF11
rpp40	RPP40
tmtc4	TMTC4
nedd4l	NEDD4L
xcr1a.1	XCR1
lmod2b	LMOD2
dnajb9b	DNAJB9
rnf7	RNF7
prg4a	PRG4
clgn	CLGN
brf1b	BRF1
gpr155b	GPR155
gpr141	GPR141
zbtb10	ZBTB10
dph6	DPH6
arhgap45b	ARHGAP45
ostf1	OSTF1
stard10	STARD10
snrpg	SNRPG
tmem178bb	TMEM178B
marchf8	MARCHF8
qsox1	QSOX1
ubn1	UBN1
slc27a4	SLC27A4
srsf2a	SRSF8
srsf2a	SRSF2
tpx2	TPX2
dagla	DAGLA
oser1	OSER1
lratd1	LRATD1
nae1	NAE1
marchf4a	MARCHF4
p2rx8	P2RX5
fam131ba	FAM131B
ttf1.2	TTF1
chrm1a	CHRM1
syngr2b	SYNGR2
capza1b	CAPZA1
itga10	ITGA10
illr4	CLEC4F
macir	MACIR
kcnj10a	KCNJ10
si:ch211-71m22.3	PLSCR3
si:ch211-71m22.3	PLSCR4
si:ch211-71m22.3	PLSCR2
htra2-3	HTRA2
elmo1	ELMO1
pmpcb	PMPCB
tmem243a	TMEM243
mcf2lb	MCF2L
scdb	SCD
txnl4b	TXNL4B
nos1	NOS1
prima1	PRIMA1
nup62l	NUP62
sephs3	SEPHS2
lrrk1	LRRK1
coa6	COA6
dnali1	DNALI1
med16	MED16
nectin3b	NECTIN3
gpc4	GPC4
tbcb	TBCB
nkap	NKAPL
dao.2	DAO
arid3b	ARID3B
rab35b	RAB35
cdc42bpab	CDC42BPA
zbtb11	ZBTB11
mpp3a	MPP3
slc29a4b	SLC29A4
rif1	RIF1
gys1	GYS1
spout1	SPOUT1
tln1	TLN1
pfkfb1	PFKFB1
ap2b1	AP2B1
foxh1	FOXH1
iglon5	IGLON5
snx11	SNX11
rnf41	RNF41
ccdc33	CCDC33
adipoqa	ADIPOQ
depdc5	DEPDC5
fut9b.2	FUT5
fut9b.2	FUT6
fut9b.2	FUT3
mrpl1	MRPL1
tjp1a	TJP1
slc23a2	SLC23A2
golga7	GOLGA7
zp3a.1	POMZP3
zp3a.1	ZP3
si:dkey-160o24.3	B3GNT6
cabp2a	CETN2
cabp2a	CALML5
ntn1b	NTN1
suclg2	SUCLG2
psmb9a	PSMB9
dctpp1	DCTPP1
blzf1	BLZF1
kcnj12a	KCNJ18
kcnj12a	KCNJ12
H4C1	H4C1
hs6st2	HS6ST2
znf622	ZNF622
kbtbd8	KBTBD8
sec14l8	SEC14L4
sec14l8	SEC14L6
sec14l8	SEC14L3
cysltr1	CYSLTR1
pef1	PEF1
adra2db	OR13F1
adra2db	OR56A5
adra2db	OR56A1
adra2db	OR56A4
adra2db	OR56A3
upp2	UPP2
si:dkey-201l21.4	SEPTIN14
mpeg1.3	MPEG1
atp6ap2	ATP6AP2
si:dkey-185p13.1	VPS4B
yaf2	YAF2
atg2b	ATG2B
hycc1	HYCC1
noto	NOTO
mgp	MGP
f8	HEPHL1
slc1a1	SLC1A1
prf1.7	PRF1
epb41l5	EPB41L5
txnb	TXN
camsap2a	CAMSAP2
atg4b	ATG4B
si:dkey-258f14.3	LDLR
znf106b	ZNF106
hoxb4a	HOXB4
agt	AGT
plpp7a	PLPP7
mea1	MEA1
zgc:123105	KIAA1191
hoxb8a	HOXB8
bscl2l	BSCL2
rnf115b	RNF115
ntng1b	NTNG1
ttc29	TTC29
ldhd	LDHD
cyp27a1.4	CYP27A1
acat2	ACAT2
tjp2b	TJP2
col4a2	COL4A2
itih3a.2	ITIH3
mybphb	MYBPH
anks1b	ANKS1B
smg7	SMG7
txndc12	TXNDC12
tbxta	TBX21
oprk1	OPRK1
lepr	LEPR
cdc42bpaa	CDC42BPA
cavin4b	CAVIN4
adm2a	ADM2
cert1b	CERT1
sh3bgr	SH3BGR
nars2	NARS2
mfng	MFNG
rpl23a	RPL23A
dhx33	DHX33
map3k5	MAP3K5
insrb	INSR
p2rx4a	P2RX4
etnk2	ETNK2
f2rl1.1	F2RL1
zic3	ZIC3
ess2	ESS2
rgs9b	RGS9
pigl	PIGL
tulp1b	TULP1
nudcd2	NUDCD2
jdp2a	JDP2
fgl2a	FGL2
capn12	CAPNS2
kazald3	KAZALD1
trappc10	TRAPPC10
ypel5	YPEL5
ilrun	ILRUN
si:ch211-241b2.5	PDCD1LG2
efr3ba	EFR3B
si:dkey-52d15.3	A2ML1
si:dkey-52d15.3	PZP
prlh2	PRLH
hmg20b	HMG20B
chfr	CHFR
matn1	MATN1
ccdc186	CCDC186
rdh5	RDH5
pomca	POMC
cep85	CEP85
phyhipla	PHYHIPL
ptgesl	PTGES2
slc35d2	SLC35D2
tsr3	TSR3
syt1b	SYT1
vcla	VCL
odr4	ODR4
dnajc5gb	DNAJC5G
gabrr2a	GABRR2
ms4a17a.3	MS4A18
ms4a17a.3	MS4A10
ms4a17a.3	MS4A14
ms4a17a.3	MS4A1
ms4a17a.3	MS4A2
ms4a17a.3	MS4A13
ms4a17a.3	MS4A6E
ms4a17a.3	MS4A6A
ms4a17a.3	MS4A15
ms4a17a.3	MS4A5
ms4a17a.3	MS4A7
ifi44a1	IFI44L
ifi44a1	IFI44
socs3b	SOCS3
camk2n1	CAMK2N1
apip	APIP
arhgef2a	ARHGEF2
prlra	PRLR
fbxo46	FBXO46
spg21	SPG21
cog6	COG6
tspan2b	TSPAN2
ddx42	DDX42
mtif3	MTIF3
ankhb	ANKH
abcd1	ABCD1
znf740b	ZNF740
sycp3	FAM9A
sycp3	FAM9C
sycp3	SYCP3
sycp3	FAM9B
gpr22b	GPR22
sox14	SOX14
mvk	MVK
gapdh	GAPDH
tmem120aa	TMEM120A
ap4b1	AP4B1
cers2a	CERS2
npr1a	NPR2
shc1	SHC1
tfcp2l1	TFCP2L1
uba7	UBA1
uba7	UBA7
tmem30aa	TMEM30A
fbxo31	FBXO31
tap1	TAP1
rfx6	RFX6
tal2	TAL2
nrd1a	NRDC
scrn2	SCRN2
max	MAX
lamtor4	LAMTOR4
clec3ba	CLEC3B
usf1l	USF1
tmt1a.3	TMT1A
atg5	ATG5
anpeplb	LVRN
neurl2	NEURL2
b3gnt7	B3GNT7
plex9.1	TREX2
plex9.1	TREX1
gtf2f2b	GTF2F2
insl3	INSL3
si:ch1073-429i10.3	H3Y1
si:ch1073-429i10.3	H3Y2
micos13	MICOS13
srcin1b	SRCIN1
s100t	S100A2
s100t	S100A3
s100t	S100A14
s100t	S100A4
s100t	S100A6
s100t	S100G
s100t	CRNN
s100t	S100A10
s100t	S100A7
s100t	S100A7A
s100t	S100A9
s100t	S100A8
s100t	S100A5
scn3b	SCN3B
eny2	ENY2
serhl	SERHL2
fosl1b	FOSL1
ela2	CELA2B
ela2	CELA2A
rab7b	RAB7A
coro1b	CORO1B
arpin	ARPIN
hvcn1	HVCN1
plekhg7	PLEKHG7
trmt10b	TRMT10B
lhx4	LHX4
myo1ha	MYO1H
dph7	DPH7
ginm1	GINM1
nfil3	NFIL3
ttf1.1	TTF1
hnrnpua	HNRNPU
meis2a	MEIS2
tacc3	TACC3
dusp12	DUSP12
nexmifa	NEXMIF
fbxo38	FBXO38
kif16ba	KIF16B
cisha	CISH
thpo	THPO
mcf2a	MCF2
nrbp1	NRBP1
tgfbrap1	TGFBRAP1
vil1	VIL1
atp5fa1	ATP5F1A
itih6	ITIH6
pth1b	PTH
prepl	PREPL
ndrg3b	NDRG3
c1qbp	C1QBP
yeats2	YEATS2
ntaq1	NTAQ1
psma2b	PSMA2
tfap2c	TFAP2C
cabp4	CABP2
vipb	VIP
pgam1b	PGAM1
pgam1b	PGAM4
dhps	DHPS
sypb	SYP
ift81	IFT81
fam43b	FAM43B
phf23b	PHF23
slc22a18	SLC67A1
vegfbb	VEGFB
cyp8b1.2	CYP8B1
C1H4orf33	C4orf33
cfap57	CFAP57
has2	HAS2
kdm5ba	KDM5B
plxnc1	PLXNC1
si:ch211-113a14.24	H1-6
si:ch211-113a14.27	H3C7
si:ch211-113a14.27	H3C6
si:ch211-113a14.27	H3-7
si:ch211-113a14.27	H3C4
si:ch211-113a14.27	H3C2
si:ch211-113a14.27	H3-4
si:ch211-113a14.27	H3C8
si:ch211-113a14.27	H3C11
si:ch211-113a14.27	H3C10
si:ch211-113a14.27	H3C12
si:ch211-113a14.27	H3C3
si:ch211-113a14.27	H3C1
mpeg1.1	MPEG1
ccdc22	CCDC22
dok4	DOK4
fndc1	FNDC1
il10	IL10
mblac2	MBLAC2
lhx2b	LHX2
sik2a	SIK2
ddx39ab	DDX39A
bag2	BAG2
pxk	PXK
m6pr	M6PR
vwa7	VWA7
tmbim1a	TMBIM1
arfgap3	ARFGAP3
sirt4	SIRT4
calhm2.1	CALHM2
MAJIN	MAJIN
oxgr1a.2	OXGR1
si:ch211-113a14.18	H1-6
sytl1	SYTL1
kpna4	KPNA4
wdr18	WDR18
yipf1	YIPF1
selenoo2	SELENOO
grm6a	GRM6
itprip	ITPRIP
s100v2	S100A13
hal	HAL
gna13a	GNA13
si:ch73-206p6.1	PLSCR5
si:ch73-206p6.1	PLSCR3
si:ch73-206p6.1	PLSCR4
si:ch73-206p6.1	PLSCR2
sos1	SOS1
copa	COPA
dlgap1a	DLGAP1
ugt5c2	UGT3A1
ugt5c2	UGT2A3
ugt5c2	UGT2B11
ugt5c2	UGT2B28
ugt5c2	UGT2B10
ugt5c2	UGT1A6
ugt5c2	UGT1A5
ugt5c2	UGT1A4
ugt5c2	UGT1A3
ugt5c2	UGT1A8
ugt5c2	UGT1A10
ugt5c2	UGT1A7
ugt5c2	UGT1A9
ugt5c2	UGT2B7
ugt5c2	UGT2B4
ugt5c2	UGT2A2
ugt5c2	UGT2A1
ugt5c2	UGT2B15
ugt5c2	UGT2B17
arhgef16	ARHGEF16
acvr1l	ACVRL1
slc1a7b	SLC1A7
praf2	PRAF2
fam199x	FAM199X
mustn1a	MUSTN1
arid1ab	ARID1A
fstb	FST
lrrc47	LRRC47
bicral	BICRAL
C14HXorf65	CXorf65
lsm6	LSM6
znf648	ZNF648
sbf1	SBF1
smim8	SMIM8
slc35f4	SLC35F4
slc7a4	SLC7A4
npffl	NPFF
rnls	RNLS
vps13d	VPS13D
zmiz2	ZMIZ2
gins2	GINS2
mss51	MSS51
atoh1a	ATOH1
smad3b	SMAD3
arf3a	ARF3
tekt4	MAFIP
tekt4	TEKT4
capns1a	CAPNS1
slc41a1	SLC41A1
arfip2a	ARFIP2
f2r2.2	F2R
capga	CAPG
si:dkeyp-27c8.1	DUSP29
fitm2	FITM2
stk25b	STK25
tet1	TET1
pno1	PNO1
znf395b	ZNF395
smc2	SMC2
cdh10a	CDH10
prrt2	PRRT2
gorasp1a	GORASP1
gpr25	GPR25
snapc1b	SNAPC1
picalma	PICALM
slc6a15	SLC6A15
mycbp	MYCBP
si:dkeyp-27c8.1	DUSP29
map2k2b	MAP2K2
itga11b	ITGA11
ferd3l	FERD3L
gtsf1	GTSF1L
ggh	GGH
rbm24b	RBM24
proser1	PROSER1
nadsyn1	NADSYN1
pik3r2	PIK3R2
ndufa3	NDUFA3
ctsd	CTSD
qdprb.2	QDPR
prc1b	PRC1
bmi1a	BMI1
top3b	TOP3B
cdc14b	CDC14C
cdc14b	CDC14B
cdc42ep2	CDC42EP2
tapbpl	TAPBPL
kifc1	KIFC1
rps3a	RPS3A
ssx2ipb	SSX2IP
mfsd3	MFSD3
birc5a	BIRC5
arpc4	ARPC4
kif11	KIF11
sort1b	SORT1
traf2a	TRAF2
nfe2l2a	NFE2L2
fbrsl1	FBRSL1
mcamb	MCAM
ptdss1a	PTDSS1
ppfibp2b	PPFIBP2
hap1	HAP1
cbl	CBL
mms19	MMS19
cfap74	CFAP74
slitrk4	SLITRK4
fam50a	FAM50B
fam50a	FAM50A
palm3	PALM3
ahrrb	AHRR
gsx1	GSX1
tbrg4	TBRG4
mxi1	MXI1
igf2r	IGF2R
kdm4ab	KDM4C
nop10	NOP10
cracd	CRACD
cnga1a	CNGA1
rpl6	RPL6
ccdc120a	CCDC120
pxdc1a	PXDC1
zfand4	ZFAND4
hnrnpr	HNRNPR
dpyda.1	DHODH
uqcrc2b	UQCRC2
otx5	CRX
nkain1	NKAIN1
rnf114	RNF114
ccdc127b	CCDC127
tbx4	TBX4
rrn3	RRN3
