mt-nd1	mt-Nd1
egfl6	Egfl6
slc44a4	Slc44a4
rnf145b	Rnf145
RNF5	Rnf5
polr2c	Polr2c
ENTPD7	Entpd7
pygmb	Pygm
trpc6b	Trpc6
lmo7a	Lmo7
kbtbd8	Kbtbd8
coq9	Coq9
boc	Boc
prdm2a	Zfp597
prdm2a	Zfp786
prdm2a	Zfp445
fahd1	Fahd1
ak5l	Ak5
nfixb	Nfix
pnn	Pnn
khdrbs2	Khdrbs2
daam1b	Daam1
tnksb	Tnks
fancc	Fancc
ola-mir-135b	Mir135a-2
ext1b	Ext1
TAFA1	Tafa1
helz	Helz
mir101a	Mir101a
tmem51a	Tmem51
IPP	Ipp
cog3	Cog3
SAMD12	Samd12
cth1	Zfp36
fgf13b	Fgf13
nln	Nln
b3gnt9	B3gnt9
PRKCA	Prkca
PCDH17	Pcdh17
tbc1d9b	Tbc1d9b
aasdhppt	Aasdhppt
ttc22	Ttc22
hvcn1	Hvcn1
eif4eb	Eif4e
nagk	Nagk
grik5	Grik5
uqcc4	Uqcc4
smim29	Smim29
mib1	Mib1
pacsin1	Pacsin1
atmin	Atmin
lingo2b	Lingo2
sft2d2b	Sft2d2
abhd3	Abhd3
zic5	Zic5
ca4a	Car4
kbtbd3	Kbtbd3
slc1a7a	Slc1a7
zic2a	Zic2
uba3	Uba3
tifa	Tifa
ABCC4	Abcc4
chtf8	Chtf8
rer1	Rer1
zbtb22a	Zbtb22
gaa	Gaa
bltp3a	Bltp3a
snx9b	Snx9
taf11	Taf11
bmp5	Bmp5
hspa12b	Hspa12b
wdr24	Wdr24
gsk3ab	Gsk3a
arhgef38	Arhgef38
pop5	Pop5
slmapa	Slmap
cox4i1	Cox4i1
toporsa	Topors
ndufb6	Ndufb6
HTR1A	Htr1a
rpl21	Rpl21
parp2	Parp2
mboat1	Mboat1
mir142a	Mir142
mir142a	Mir142b
atad2b	Atad2b
rabac1	Rabac1
zdhhc5a	Zdhhc5
usp14	Usp14
matcap2	Matcap2
tmem14a	Tmem14a
b3gat3	B3gat3
abca1b	Abca1
si:ch211-286o17.1	Cd34
EFNA5	Efna5
rps6	Rps6
SNORD31	Gm23246
SMIM10L1	Smim10l3
SMIM10L1	Smim10l1
SMIM10L1	Smim10l2a
slc7a3a	Slc7a3
b4galt1l	B4galt1
exosc3	Exosc3
zfat	Zfat
dhrs3b	Dhrs3
capn5a	Capn5
znf414	Zfp414
plekho2	Plekho2
flot1b	Flot1
usp9	Usp9y
usp9	Usp9x
tm7sf2	Tm7sf2
TCF24	Tcf24
strc	Strc
erlin1	Erlin1
kctd12b	Kctd12b
reep3b	Reep3
nefma	Nefm
PLCB4	Plcb4
ppih	Ppih
ppih	Ppihl
rpl8	Rpl8
ints15	Ints15
drap1	Drap1
znf711	Zfp711
ntn2	Ntn3
rela	Rela
REL	Rel
PAOX	Paox
SPX	Spx
got2b	Got2
cpa6	Cpa6
sec23b	Sec23b
adamtsl5	Adamtsl5
KCNK4	Kcnk4
mss51	Mss51
dnajc15	Dnajc15
mmp17a	Mmp17
lmo3	Lmo3
fgfr1a	Fgfr1
yipf5	Yipf5
lgi3	Lgi3
pld5	Pld5
pfkfb2b	Pfkfb2
si:dkey-237h12.3	Tenm3
atrx	Atrx
lemd3	Lemd3
tradd	Tradd
mzt2b	Mzt2
ilrun	Ilrun
yjefn3	Yjefn3
slc43a2a	Slc43a2
naglu	Naglu
mast1b	Mast1
CHRNA1	Chrna1
aggf1	Aggf1
adgrd1	Adgrd1
cytl1	Cytl1
dicer1	Dicer1
hmox2b	Hmox2
zswim6	Zswim6
dnah5	Dnah5
ptpn6	Ptpn6
serping1	Serping1
dnaaf3l	Dnaaf3
pus1	Pus1
gabra1	Gabra1
kif5aa	Kif5a
gls2a	Gls2
coq8aa	Coq8a
terf1	Terf1
rbp5	Fabp5
rbp5	Fabp4
rbp5	Pmp2
rbp5	Fabp12
rbp5	Fabp9
SBSPON	Sbspon
ak7b	Ak7
nupr1b	Nupr1
nupr1b	Nupr2
tcea3	Tcea3
tapbpl	Tapbpl
glt1d1	Glt1d1
doc2a	Doc2a
gpr83	Gpr83
ankrd49	Ankrd49
mns1	Mns1
stt3b	Stt3b
npm3	Npm3
olig1	Olig1
asb6	Asb6
rab22a	Rab22a
pprc1	Pprc1
chrna2b	Chrna2
drd4b	Drd4
lbx1a	Lbx2
lbx1a	Lbx1
haspin	Haspin
prom2	Prom2
s1pr5a	S1pr5
rexo1	Aen
dok6	Dok6
GNAS	Gnas
VAPB	Vapb
hddc2	Hddc2
ercc2	Ercc2
ctbp1	Ctbp1
rnf146	Rnf146
scg2a	Scg2
dlgap4b	Dlgap4
FAM53C	Fam53c
kcnn1a	Kcnn1
prim1	Prim1
elovl4b	Elovl4
tent5ab	Tent5a
chn1	Chn1
plvapb	Plvap
pax1a	Pax1
rwdd1	Rwdd1
mfsd6l	Mfsd6l
aldh1a2	Aldh1a2
adgra3	Adgra3
aars1	Aars1
YAF2	Yaf2
nap1l1	Nap1l1
psme3ip1	Psme3ip1
CALN1	Caln1
chrna9a	Chrna9
prune	Prune1
ZNF830	Zfp830
evplb	Evpl
sh2d3ca	Sh2d3c
dgcr6	Dgcr6
ngfb	Ngf
PTPRD	Ptprd
MARCHF6	Marchf6
nkx2.3	Nkx2-3
armh3	Armh3
naa80	Naa80
ppp5c	Ppp5c
tbc1d8b	Tbc1d8b
dpy30	Dpy30
sec24a	Sec24a
zgc:123217	Prss29
zgc:123217	Prss28
zgc:123217	Tpsb2
zgc:123217	Tpsab1
zgc:123217	Tpsg1
AXL	Axl
pkp1b	Pkp1
magixa	Magix
mbtps1	Mbtps1
pskh1	Pskh1
srpk1b	Srpk1
NR2E3	Nr2e3
spo11	Spo11
txndc15	Txndc15
ADORA1	Adora1
marchf8	Marchf8
ranbp10	Ranbp10
sfpq	Sfpq
tlcd3bb	Tlcd3b
NPC1L1	Npc1l1
homer3b	Homer3
sptbn1	Sptbn1
5S_rRNA	Gm54618
blnk	Blnk
dennd2da	Dennd2d
mrrf	Mrrf
EMP1	Emp1
melk	Melk
atp2c1	Atp2c1
syn2a	Syn2
SLC24A1	Slc24a1
ryr1b	Ryr1
ak2	Ak2
ndel1b	Ndel1
rasgrp4	Rasgrp4
ucp2	Ucp2
vamp3	Vamp3
rilp	Rilp
cluha	Cluh
ascl1b	Ascl2
chchd2	Chchd2
asf1ba	Asf1b
RBMS1	Rbms1
ext2	Ext2
apba2b	Apba2
kansl3	Kansl3
pop4	Pop4
slc39a13	Slc39a13
armc10	Gprasp2
armc10	Armc12
armc10	Bhlhb9
armc10	Armcx2
armc10	Armcx5
armc10	Armcx4
armc10	Gprasp1
armc10	Armcx3
armc10	Armcx6
armc10	Armcx1
acsl2	Acsbg3
acsl2	Acsl6
slc9a3r2	Nherf2
capn12	Capns2
nkx3-1	Nkx3-1
ttyh1	Ttyh1
firrm	Firrm
phf21b	Phf21b
srebf2	Srebf2
mpp3b	Mpp3
foxp2	Foxp2
slc18a3a	Slc18a3
znf281b	Zfp281
znf513a	Zfp513
Gb-alpha1	Hbb-bh1
erich1	Erich1
nprl3	Nprl3
cebp1	Cebpe
si:dkey-193c22.1	Aadacl3
si:dkey-193c22.1	Aadacl2
si:dkey-193c22.1	Aadacl2fm2
si:dkey-193c22.1	Aadacl2fm1
si:dkey-193c22.1	Aadacl4fm5
si:dkey-193c22.1	AAdacl4fm3
si:dkey-193c22.1	Aadacl4fm4
si:dkey-193c22.1	Aadacl4
si:dkey-193c22.1	Aadacl4fm1
CDH10	Cdh10
nae1	Nae1
rnf114	Rnf114
rbp4	Rbp4
mettl1	Mettl1
anxa4	Anxa4
sh3glb1a	Sh3glb1
CDH20	Cdh20
cdkn1c	Cdkn1c
cdk2	Cdk2
tnrc18	Tnrc18
abcd1	Abcd1
lmo7b	Lmo7
olfm3a	Olfm3
snx1a	Snx1
pdgfba	Pdgfb
kif3b	Kif3b
inpp4ab	Inpp4a
gpr158a	Gpr158
wnt9b	Wnt9b
pdgfaa	Pdgfa
il2rb	Il2rb
atp5f1c	Atp5f1c
lrig3	Lrig3
sipa1	Sipa1
ndufaf1	Ndufaf1
msmp2	Msmp
tal1	Tal1
donson	Donson
wdr74	Wdr74
ctu2	Ctu2
plcd4a	Plcd4
itih5	Itih5
diaph3	Diaph3
exoc3l2b	Exoc3l2
zglp1	Zglp1
supt3h	Supt3
git2b	Git2
mst1rb	Mst1r
abcg1	Abcg1
rbm26	Rbm26
mbnl2	Mbnl2
comtb	Comt
itsn1	Itsn1
cgrrf1	Cgrrf1
taok3a	Taok3
tpbg	Tpbg
pard6b	Pard6b
mgmt	Mgmt
lamb2	Lamb2
PPP2R2C	Ppp2r2c
plcd3b	Plcd3
UHRF2	Shisa5
UHRF2	Uhrf2
cabp2b	Cetn2
cabp2b	Calm4
cabp2b	Calm5
cabp2b	Efcab15
ginm1	Ginm1
dctn5	Dctn5
pygl	Pygl
ADAM11	Adam11
mtmr11	Mtmr11
vat1	Vat1
lsm14ab	Lsm14a
grxcr1b	Grxcr1
anxa2a	Anxa2
lima1a	Lima1
rpl19	Rpl19
tpcn1	Tpcn1
fsbp	Fsbp
actb1	Actg1
SMU1	Smu1
snx19b	Snx19
mapkapk3	Mapkapk3
slc38a10	Slc38a10
zdhhc22	Zdhhc22
plbd2	Plbd2
LRFN2	Lrfn2
plekhm1	Plekhm1
ALYREF	Alyreffm9
ALYREF	Alyreffm10
ALYREF	Alyref
ALYREF	Alyreffm17
ALYREF	Alyreffm8
ALYREF	Alyreffm14
ALYREF	Alyreffm2
ALYREF	Alyreffm6
ALYREF	Alyreffm3
ALYREF	Alyreffm16
ALYREF	Alyreffm7
ALYREF	Alyreffm12
ALYREF	Alyreffm13
ALYREF	Alyreffm15
ALYREF	Alyreffm1
ALYREF	Alyreffm11
ALYREF	Alyref2
ALYREF	Alyreffm4
ALYREF	Alyreffm5
commd1	Commd1
pltp	Pltp
ccny	Ccny
enpp4	Enpp4
si:dkey-78k11.9	Npsr1
SMARCE1	Smarce1
TCF4	Tcf4
dlat	Dlat
PARD3	Pard3
ppfia2	Ppfia2
dot1l	Dot1l
si:ch73-352p4.8	Slc7a13
si:ch73-352p4.8	AU018091
sh3bp5la	Sh3bp5l
ahcy	Ahcy
ahcy	Ahcyl
sorcs3	Sorcs3
baiap2l1a	Baiap2l1
immp2l	Immp2l
SNORD16	Snord16a
cplx4a	Cplx4
fgf6b	Fgf6
ampd1	Ampd1
dennd2c	Dennd2c
st3gal4	St3gal4
kbtbd4	Kbtbd4
kmt5c	Kmt5c
pag1	Pag1
myrf	Myrf
cav3	Cav3
mib2	Mib2
rin1b	Rin1
c16h7orf31	Spmip4
prepl	Prepl
tecta	Tecta
kifap3b	Kifap3
pdlim3a	Pdlim3
pnkd	Pnkd
5S_rRNA	Gm54618
gtf2e1	Gtf2e1
mtrex	Mtrex
gabrd	Gabrd
dhx29	Dhx29
ampd2a	Ampd2
tha1	Tha1
dip2ca	Dip2c
vipr2	Vipr2
prep	Prep
def6a	Def6
gltpd2a	Cptp
gltpd2a	Gltpd2
cd28	Ctla4
cd28	Cd28
golga1	Golga1
RHOB	Rhob
cpt1ab	Cpt1a
myo5c	Myo5c
mrpl23	Mrpl23
ccn6	Ccn6
apool	Apool
aspm	Aspm
gins3	Gins3
prok1	Prok1
prok1	Prok2
ccdc172	Ccdc172
slc16a4	Slc16a4
gnl2	Gnl2
matn3a	Matn3
pon3.1	Pon2
pon3.1	Pon1
pon3.1	Pon3
phyhd1	Phyhd1
tp53bp2b	Trp53bp2
gabbr2	Gabbr2
gnai3	Gnai3
gnai3	Gnai1
tjp2a	Tjp2
emilin3a	Emilin3
cftr	Cftr
prox1a	Prox1
lrba	Lrba
ppp1r8b	Ppp1r8
brca2	Brca2
U6	Gm25268
ddb1	Ddb1
eif5	Eif5
mettl25	Mettl25
gcn1	Gcn1
surf6	Surf6
surf1	Surf1
b3glctb	B3glct
sf3b4	Sf3b4
timm17b	Timm17b
arrb2b	Arrb2
cracd	Cracd
ift56	Ift56
rpp21	Rpp21
cyb561	Cyb561
agk	Agk
pigx	Pigx
mogat2	Mogat2
ribc2	Ribc2
tmem214	Tmem214
pdhb	Pdhb
ndufa9a	Ndufa9
EIF5A	Eif5a
wdr5	Wdr5
wdr5	Wdr5b
fstl1b	Fstl1
myripa	Myrip
myripa	Mobp
SNORA62	Gm55131
SNORA62	Gm24044
dcaf12	Dcaf12
creg2	Creg2
mitd1	Mitd1
gbe1b	Gbe1
slit3	Slit3
aqr	Aqr
tspan17	Tspan17
ADRA2C	Adra2c
vill	Vill
htatip2	Htatip2
cacng4b	Cacng4
hhatlb	Hhatl
anapc13	Anapc13
sprtn	Sprtn
usp53b	Usp53
prcp	Prcp
fsaf1	Fsaf1
pole2	Pole2
KLHDC2	Klhdc2
catip	Catip
tmem129	Tmem129
kcnk18	Kcnk18
mttp	Mttp
dhx33	Dhx33
psmf1	Psmf1
UBA3	Uba3
atg4c	Atg4c
grb10b	Grb10
tmed10	Tmed10
ift22	Ift22
gng13b	Gng13
ptafr	Ptafr
arhgef1	Arhgef1
TMEM69	Tmem69
clybl	Clybl
ints12	Ints12
asphd2	Asphd2
MID1IP1	Mid1ip1
fgl2a	Fgl2
gadd45ga	Gadd45g
MIR199A2	Mir199a-2
snx12	Snx12
zgc:101765	Akr1b8
zgc:101765	Akr1b10
zgc:101765	Akr1b7
zgc:101765	Akr1c13
zgc:101765	Akr1c12
zgc:101765	Akr1c19
lrrtm4l2	Lrrtm4
c8b	C8b
espn	Espn
golt1ba	Golt1b
ppp3r1b	Ppp3r1
hspa4b	Hspa4
gdf9	Gdf9
col2a1a	Col2a1
coro7	Coro7
DMXL1	Dmxl1
cdk5	Cdk5
stum	Stum
zanl	Zan
sbno1	Sbno1
CCNY	Ccny
si:ch1073-44g3.1	B230219D22Rik
stx6	Stx6
adamts13	Adamts13
foxred2	Foxred2
plxna3	Plxna3
timm17a	Timm17a
armc9	Armc9
ptgfrn	Ptgfrn
si:dkey-219c10.4	Pde4c
si:dkey-219c10.4	Pde11a
gtdc1	Gtdc1
syt7b	Syt7
gvin1l2	Urgcp
vash2	Vash2
znf384a	Zfp384
si:ch211-161c3.6	Hmga2
rbsn	Rbsn
orla-uaa	Azgp1
orla-uaa	Fcgrt
scyl3	Scyl3
relch	Relch
camsap3	Camsap3
si:ch211-45c16.2	Map3k13
opn1sw1	Opn1sw
klf9	Klf9
cflar	Cflar
man1b1b	Man1b1
ZNF521	Zfp521
ofcc1	Ofcc1
plp1b	Plp1
clk2b	Clk2
ano9b	Ano9
SHROOM2	Shroom2
si:dkey-178e17.1	Slc25a1
cntn1b	Cntn1
prkcsh	Prkcsh
med17	Med17
hnrnpub	Hnrnpu
bzw1a	Bzw1
CSDC2	Csdc2
pomp	Pomp
polr3k	Polr3k
SAMD10	Samd10
gpx8	Gpx8
suox	Suox
kdm4c	Kdm5d
kdm4c	Kdm5c
kdm4c	Kdm4d
s100a11	S100a11
kansl1a	Kansl1
ptpn2a	Ptpn2
iqsec3b	Iqsec3
cmtm6	Cmtm6
MIR125B1	Mir125b-1
plk3	Plk3
bub1ba	Bub1b
nup107	Nup107
kin	Kin
ANKS6	Anks6
ECHDC3	Echdc3
fam49ba	Cyrib
tescb	Tesc
tescb	Tescl
ola-mir-9a-5	Mir9-1
BHLHE40	Bhlhe40
ramp2	Ramp2
fam219b	Fam219b
hyou1	Hyou1
fzd2	Fzd2
nmt2	Nmt2
gltpb	Gltp
fsip1	Fsip1
bmpr1bb	Bmpr1b
cep85l	Cep85l
PAK3	Pak3
raph1b	Raph1
sv2ba	Sv2b
gmfb	Gmfb
hook1	Hook1
KIF21A	Kif21a
isl2a	Isl2
lpar5b	Lpar5
acy1	Acy1
tfip11	Tfip11
gstt2	Gstt2
gstt2	Gstt4
gstt2	Gsto2
gstt2	Gstt1
gstt2	Gstt3
ppfibp1a	Ppfibp1
RAB8B	Rab8b
itgav	Itgav
cnep1r1	Cnep1r1
adcy7	Adcy7
tegt	Tmbim6
myl6	Myl6
myl6	Myl6b
klf6a	Klf6
usp3	Usp3
pkig	Pkig
aktip	Aktip
trappc11	Trappc11
znf341	Zfp341
tbrg4	Tbrg4
pea15	Pea15a
atp6v0ca	Atp6v0c
nxph3	Nxph3
mthfd1l	Mthfd1l
slc10a7	Slc10a7
neurl1aa	Neurl1a
nudt15	Nudt15
slc47a4	Slc47a1
slc47a4	Slc47a2
crfb16	Il22ra1
crfb16	Il10ra
crfb16	Ifnar2
crfb16	Ifngr1
ahi1	Ahi1
atoh7	Atoh7
glg1a	Glg1
reep1	Reep1
rfwd3	Rfwd3
atl2	Atl2
kcnq3	Kcnq3
pheta2	Pheta2
pheta2	Pheta1
ywhag2	Ywhag
ddx52	Ddx52
EPS8L2	Eps8l2
marchf11	Marchf11
parp1	Parp1
dgke	Dgke
tspan1	Tspan1
myef2	Myef2l
myef2	Myef2
pdca	Pdc
si:dkey-30k22.5	Plaat3
si:dkey-30k22.5	Plaat5
ssbp3b	Ssbp3
sorbs2a	Sorbs2
ivd	Ivd
PNPT1	Pnpt1
chd7	Chd7
plbd1b	Plbd1
dipk1c	Dipk1c
osbp	Osbp
polr3e	Polr3e
mybpc1	Mybpc1
ical1	Ica1l
cct4	Cct4
polr1f	Polr1f
cramp1	Cramp1
rpl10a	Rpl10a
whrna	Whrn
spi1a	Spi1
p4ha3	P4ha3
hpcal1	Hpcal1
helz2	Gm35586
helz2	Ct55
helz2	Zgrf1
helz2	4933416I08Rik
cox7a2l	Cox7a2l
chia.1	Chit1
nsmce1	Nsmce1
rcvrna	1700109H08Rik
rcvrna	Hpcal4
efs	Efs
acin1b	Acin1
atp1b4	Atp1b4
ube2a	Ube2a
apaf1	Apaf1
pglyrp5	Pglyrp1
nacc1a	Nacc1
slc4a11	Slc4a11
TRAPPC14	Trappc14
chrna10a	Chrna10
MAMDC2	Mamdc2
hdr	Tnfrsf25
hdr	Tnfrsf11a
hdr	Tnfrsf22
hdr	Tnfrsf23
hdr	Tnfrsf26
hdr	Tnfrsf4
hdr	Nradd
hdr	Ltbr
hdr	Tnfrsf18
hdr	Cd27
hdr	Tnfrsf14
hdr	Tnfrsf10b
hdr	Tnfrsf8
sfrp1a	Sfrp1
cxcl12b	Cxcl12
xkr5b	Xkr5
trps1	Trps1
eif4ebp3l	Eif4ebp3
vmp1	Vmp1
psmb7	Psmb7
ten1	Ten1
rnf220a	Rnf220
snrnp70	Snrnp70
scaf1	Scaf1
slc6a9	Slc6a9
miga2	Miga2
capn1a	Capn11
pcdh7b	Pcdh7
ctss1	Tinag
ctss1	Ctsw
ctss1	Ctsf
nr1h3	Nr1h3
SRL	Srl
tenm2a	Tenm2
UBE2O	Ube2o
siah2l	Siah2
per1b	Per1
pkn3	Pkn3
cux2b	Cux2
sdf2	Sdf2
ecrg4a	Ecrg4
adgrb1b	Adgrb1
SLC2A4	Slc2a4
bmal1a	Bmal1
dvl1a	Dvl1
lclat1	Lclat1
gps2	Gps2
ubap1	Ubap1
dusp27	Styxl2
atp6v1c2	Atp6v1c2
tpmt.2	Tpmt
sncb	Sncb
palmdb	Palmd
kif3ca	Kif3c
zgc:136929	Ctbp1
MAP2K4	Map2k4
cd8b	Cd8b1
zdhhc6	Zdhhc6
lpar6a	Lpar6
gdpd1	Gdpd1
sirt4	Sirt4
oprk1	Oprk1
cenpv	Cenpv
pllp	Pllp
septin4a	Septin4
klhdc1	Klhdc1
igsf3	Igsf3
slx1b	Slx1b
rpl19	Rpl19
pomca	Pomc
impg2a	Impg2
slc18a2	Slc18a2
ednrba	Ednrb
dnd1	Dnd1
katnal1	Katnal1
oscp1a	Oscp1
pde12	Pde12
trmt10a	Trmt10a
rps23	Rps23
ip6k1	Ip6k1
fubp1	Fubp1
rpl12	Rpl12
atad1a	Atad1
tnfrsfa	Tnfrsf25
tnfrsfa	Tnfrsf11a
tnfrsfa	Tnfrsf22
tnfrsfa	Tnfrsf23
tnfrsfa	Tnfrsf26
tnfrsfa	Tnfrsf4
tnfrsfa	Nradd
tnfrsfa	Ltbr
tnfrsfa	Tnfrsf18
tnfrsfa	Cd27
tnfrsfa	Tnfrsf14
tnfrsfa	Tnfrsf10b
tnfrsfa	Tnfrsf8
gata4	Gata4
slitrk5b	Slitrk5
ABR	Abr
palm1b	Palm
mtbp	Mtbp
dnaja1	Dnaja1
kcnj10b	Kcnj10
rom1a	Rom1
vcla	Vcl
NHLRC3	Nhlrc3
rhd	Rhd
ppp1r14ba	Ppp1r14bl
ppp1r14ba	Ppp1r14b
zgc:63470	AI837181
echs1	Echs1
si:ch211-106h11.1	Lrrc8e
SV2C	Sv2c
fgf16	Fgf16
KIF5B	Kif5b
adra1d	Adra1d
myh9b	Myh9
DDX39A	Ddx39a
spock3	Spock3
rab27a	Rab27a
rtbdn	Rtbdn
haus6	Haus6
map3k2	Map3k2
sh2b3	Sh2b3
tmem144b	Tmem144
cmip	Cmip
arid1aa	Arid1a
cdk2ap2	Cdk2ap2
g6pd	G6pdx
g6pd	G6pd2
tnfrsf1a	Tnfrsf1a
smarcd1	Smarcd1
gjb3	Gjb3
hddc3	Hddc3
c1qtnf4	C1qtnf4
hsd3b1	Hsd3b8
hsd3b1	Hsd3b9
hsd3b1	Hsd3b5
hsd3b1	Hsd3b3
hsd3b1	Hsd3b6
hsd3b1	Hsd3b4
hsd3b1	Hsd3b2
hsd3b1	Hsd3b1
akr7a3	Akr7a5
rnf26	Rnf26
rnf26	Gm49380
rnf26	Rnf26rt
tas1r3	Tas1r3
ankk1	Ankk1
mre11a	Mre11a
galnt14	Galnt14
brpf1	Brpf1
nr4a2a	Nr4a2
mier2	Mier2
egr3	Egr3
cog8	Cog8
mst1ra	Mst1r
exosc1	Exosc1
cnot3a	Cnot3
ndufa6	Ndufa6
lrrn3b	Lrrn3
dsg2l	Dsg2
mir16a	Mir16-2
fam167ab	Fam167a
xkr6b	Xkr6
eif6	Eif6
arnt	Arnt
CDKL5	Cdkl5
tyk2	Tyk2
si:ch211-160o17.2	Inpp1
mir206-2	Mir206
gpr37l1a	Gpr37l1
fbxo8	Fbxo8
slc20a1b	Slc20a1
osmr	Lifr
galns	Galns
lgi1b	Lgi4
lgi1b	Lgi1
lgi1b	Tlr13
lgi1b	Lrg1
lgi1b	Lrrc26
fra10ac1	Fra10ac1
krtcap2	Krtcap2
ubxn7	Ubxn7
wdr54	Wdr54
wdr54	Fbxw26
wdr54	Fbxw16
wdr54	Fbxw19
wdr54	Fbxw22
wdr54	Fbxw28
wdr54	Fbxw14
wdr54	Fbxw20
wdr54	Fbxw27
wdr54	Fbxw15
wdr54	Fbxw25
wdr54	Fbxw24
wdr54	Fbxw21
wdr54	Fbxw13
wdr54	Fbxw18
fam168b	Fam168b
si:dkey-246i14.3	Efna4
mcrs1	Mcrs1
plcg1	Plcg1
COL6A6	Col6a6
TOGARAM1	Togaram1
chrnb2	Chrnb2
flrt2	Flrt2
nova1	Nova1
clockb	Clock
GTF2F2	Gtf2f2
f11r.1	F11r
vti1b	Vti1b
ola-mir-20a-1	Mir20a
CSNK1G2	Csnk1g2
prkg1a	Prkg1
efnb3b	Efnb3
kctd2	Kctd2
STK32C	Stk32c
sun2	Sun2
acss2	Acss2
papss2a	Papss2
phldb1a	Phldb1
cfap58	Cfap58
cdt1	Cdt1
chrnb1	Chrnb1
tpd52l2b	Tpd52l2
snrpg	Snrpg
pcca	Pcca
them4	Them4
apbb1ip	Apbb1ip
fmnl1a	Fmnl1
pknox2	Pknox2
cyp17a1	Cyp17a1
becn1	Becn2
becn1	Becn1
galm	Galm
cab39l	Cab39l
FAM222A	Fam222a
homer1b	Homer1
rpl10	Rpl10
rpl10	Rpl10l
rpl10	Rpl10-ps3
rasgrf1	Rasgrf1
hapln3	Hapln3
MAX	Max
lipt2	Lipt2
acer3	Acer3
CCK	Cck
mif	Mif
wnk2	Wnk2
dre-let-7e	Mirlet7c-2
abhd12b	Abhd12b
tut1	Tut1
psmb10	Psmb10
NTN1	Ntn1
tbx5a	Tbx5
42sp43	Zfp324
klf5a	Klf5
rassf1	Rassf1
ndrg3a	Ndrg3
klhl42	Klhl42
nfe2	Nfe2
map7d2a	Map7d2
trappc3	Trappc3
epb41l4b	Epb41l4b
CPNE3	Cpne3
AHNAK	Ahnak
tbxta	Tbx21
pip4k2ca	Pip4k2c
ptcd1	Ptcd1
wtip	Wtip
htr2aa	Htr2a
rabepk	Rabepk
uhmk1	Uhmk1
akr1a1b	Akr1a1
sall1a	Sall1
orc1	Orc1
pard6gb	Pard6g
efr3a	Efr3a
si:dkey-119f1.1	Smc6
elf2b	Elf2
ARPP19	Arpp19
nyx	Nyx
camkk1b	Camkk1
syt3	Syt3
zdhhc4	Zdhhc4
cblb	Cblb
TBC1D13	Tbc1d13
sri	Capns2
ddx3xa	Ddx3x
ddx3xa	Ddx3y
ddx3xa	D1Pas1
fads2	Fads3
fads2	Fads2
mir200b	Mir200b
fn1a	Fn1
aqp8	Aqp5
aqp8	Aqp6
fbxl16	Fbxl16
chpfa	Chpf
vipas39	Vipas39
slc43a2b	Slc43a2
hephl1b	Heph
ewsr1b	Ewsr1
hnmt	Hnmt
eaf1	Eaf1
crygn2	Crygn
tomm22	Tomm22
map10	Map10
psmd5	Psmd5
igfbp1a	Igfbp1
rgp1	Rgp1
cdc42ep1a	Cdc42ep1
egln1a	Egln1
SNORD11B	Gm26287
FHL1	Fhl4
FHL1	Fhl1
CLVS1	Clvs1
fam91a1	Fam91a1
ndufaf7	Ndufaf7
niban2a	Niban2
kat2b	Kat2b
maip1	Maip1
atp5fa1	Atp5f1a
rps6kal	Rps6ka6
ino80	Ino80
nid1b	Nid1
mettl21a	Mettl21a
asphd1	Asphd2
vmo1a	Vmo1
cnga1b	Cnga1
hspa1b	Hspa2
diaph2	Diaph2
agla	Agl
adcyap1a	Adcyap1
psmd9	Psmd9
slc12a7a	Slc12a7
dnmt3ba	Dnmt3l
btbd11b	Abtb3
farp2	Farp2
cited4b	Cited4
slco2b1	Slco2b1
cracr2ab	Cracr2a
gtf3c3	Gtf3c3
alox5ap	Alox5ap
znf831	Zfp831
pdlim5a	Pdlim5
ninl	Ninl
ctnnbip1	Ctnnbip1
CDHR1	Cdhr1
myl2b	Myl2
bnip3lb	Bnip3l
arfip2a	Arfip2
SLCO1C1	Slco1c1
tnrc6c1	Tnrc6c
ddhd1a	Ddhd1
septin9a	Septin9
tet3	Tet3
PTBP2	Ptbp2
tbc1d32	Tbc1d32
cct6a	Cct6b
thbs2a	Thbs2
si:ch73-111k22.4p	2310022B05Rik
dop1b	Dop1b
pkd2	Pkd2
cacng1b	Cacng1
porb	Por
thrsp	Thrsp
slc13a2	Slc13a2
ca4c	Car4
rnf103	Rnf103
med24	Med24
cdc73	Cdc73
fancb	Fancb
fzd4	Fzd4
GABARAPL2	Gabarapl2
HSD17B7	Hsd17b7
psmd12	Psmd12
suclg2	Suclg2
enpp5	Enpp5
atp8a2	Atp8a2
TGM1	Tgm1
unc119.1	Unc119b
ZNF574	Zfp574
MAST4	Mast4
TTC39C	Ttc39c
chchd3b	Chchd3
scube3	Scube3
MTSS1	Mtss1
pdia8	Pdilt
pdia8	Pdia2
eepd1	Eepd1
ccnd1	Ccnd1
gnmt	Gnmt
rnf24	Rnf24
gsap	Gsap
npy4r	Npy5r
MARF1	Marf1
si:ch211-127d4.3	C87436
ano1a	Ano1
top2b	Top2b
bsdc1	Bsdc1
ap3b1a	Ap3b1
otpa	Otp
rad50	Rad50
runx3	Runx3
magl	Mga
engl	Tgfbr3l
mkrn1	Mkrn1
mkrn1	Mkrn3
trir	Trir
usp5	Usp5
rab42a	Rab39
clns1a	Clns1a
ino80da	Ino80d
