marchf1	36951
baiap2l2a	BAIAP2L2
baiap3	BAIAP3
bambia	BAMBI
LOC107377099	BANK1
banp	BANP
bap1	BAP1
bard1	BARD1
barhl2	BARHL2
barx1	BARX1
barx2	BARX2
batf	BATF
batf2	BATF3
batf3	BATF3
LOC107378480	BAX
LOC107378479	BAX
baz1a	BAZ1A
baz1b	BAZ1B
baz2a	BAZ2A
baz2ba	BAZ2B
bbox1	BBOX1
bbs1	BBS1
bbs10	BBS10
bbs12	BBS12
bbs2	BBS2
bbs4	BBS4
bbs5	RP11-724O16.1
bbs7	BBS7
bbs9	BBS9
LOC107386345	BBX
chmp2a	CHMP2B
bcam	MCAM
bcan	BCAN
LOC107394630	BCAN
bcap29	BCAP29
bcap31	BCAP31
bcar1	BCAR1
bcar3	BCAR3
bcas2	BCAS2
bcas3	BCAS3
bcat2	BCAT1
bccip	BCCIP
LOC107385397	BCDIN3D
LOC107385303	BCDIN3D
LOC107396314	BCHE
bckdha	BCKDHA
bckdhb	BCKDHB
bckdk	BCKDK
bcl10	BCL10
bcl11aa	BCL11A
LOC107392744	BCL11A
bcl11bb	BCL11B
bcl11ba	BCL11B
bcl2b	BCL2
bcl2l1	BCL2L1
LOC107385866	BCL2L1
bcl2l10	GNB5
bcl2l12	BCL2L12
bcl2l13	BCL2L13
bcl3	NFKBIE
bcl6aa	BCL6
bcl6ab	BCL6
bcl6b	BCL6B
bcl7a	BCL7A
bcl7bb	BCL7B
bcl9	BCL9
bcl9l	BCL9L
bco1	BCO1
LOC107386477	BCO2
LOC107380750	BCO2
bco2l	RPE65
bcor	BCOR
LOC107384587	BCOR
bcr	BCR
si:dkey-91m11.5	BCR
bcs1l	BCS1L
bdh1	BDH1
bdh2	BDH2
bdkrb1	BDKRB2
bdkrb2	BDKRB2
LOC107392185	BDKRB2
LOC107392184	BDKRB2
bdnf	BDNF
zgc:162472	BDP1
bean1	BEAN1
becn1	BECN1
LOC107392222	BEGAIN
bend3	BEND3
LOC107379144	BEND4
bend5	BEND5
bend7	BEND7
best1	BEST2
LOC107393182	BEST2
LOC107387574	BEST3
best4	BEST4
bet1	BET1
bet1l	BET1L
LOC107389064	BFAR
bfsp2	BFSP2
bgnb	BGN
bhlha15	NEUROG3
bhlha9	BHLHA9
bhlhe22	BHLHE22
bhlhe23	BHLHE23
bhlhe40	BHLHE40
bhlhe41	BHLHE41
bhmt	BHMT2
LOC107375951	BICC1
LOC107381385	BICD1
bicd1a	BICD1
LOC107391104	BICD2
bicd2	BICD2
LOC107390159	BIN1
bin2a	BIN2
bin2b	BIN2
birc2	BIRC3
birc5a	BIRC5
birc6	BIRC6
birc7	BIRC7
LOC107387420	BIVM
blcap	BLCAP
blk	BLK
blm	BLM
LOC139061847	BLM
blmh	BLMH
blnk	BLNK
bloc1s1	RP11-644F5.10
bloc1s2	BLOC1S2
bloc1s3	BLOC1S3
bloc1s4	BLOC1S4
bloc1s5	BLOC1S5-TXNDC5
bloc1s6	BLOC1S6
blvra	BLVRA
blvrb	BLVRB
blzf1	BLZF1
LOC107392458	BMF
LOC139062172	BMF
bmi1a	COMMD3-BMI1
bmp10	BMP10
LOC107373881	BMP10
bmp15	BMP15
bmp1a	BMP1
LOC107373116	BMP1
bmp2b	BMP2
bmp2k	BMP2K
bmp3	BMP3
bmp4	BMP4
bmp5	BMP5
bmp6	BMP6
LOC107384971	BMP7
bmp7b	BMP7
bmp8a	BMP8A
bmper	BMPER
bmpr1aa	BMPR1A
bmpr1ba	BMPR1B
bmpr1bb	BMPR1B
bmpr2b	BMPR2
bms1	BMS1
bnc1	BNC1
LOC107396467	BNC2
bnc2	BNC2
bnip1a	BNIP1
bnip1b	BNIP1
bnip2	ATCAY
bnip3la	BNIP3L
bnip3lb	BNIP3L
bnip4	BNIP3
bnipl	BNIPL
LOC107394461	BNIPL
boc	BOC
boka	BOK
bokb	BOK
bola1	BOLA1
bola3	BOLA2B
LOC107380929	BOLL
LOC129152451	SEBOX
bop1	BOP1
bora	BORA
bpgm	BPGM
bphl	BPHL
bpnt1	BPNT1
braf	BRAF
brap	BRAP
brat1	BRAT1
brca2	BRCA2
brd1a	BRD1
LOC107396078	BRD1
brd2a	BRD3
brd2b	BRD3
LOC107396327	BRDT
brd3b	BRD3
brd4	BRD4
LOC107389739	BRD4
brd7	BRD7
brd8b	BRD8
brd8a	BRD8
brdt	BRDT
babam2	BRE
LOC107391633	BRF1
brf1b	BRF1
brf2	GTF2B
bri3bp	BRI3BP
bricd5	BRICD5
brip1	BRIP1
brms1	BRMS1L
brms1la	BRMS1L
pou3f2a	POU3F2
brox	BROX
mpc2b	MPC2
brpf1	BRPF3
brpf3b	BRPF3
brpf3a	BRPF3
LOC107381556	BRSK2
brsk2a	BRSK2
brsk1a	BRSK2
brwd1	BRWD1
brwd3	BRWD3
bsdc1	BSDC1
bsg	NPTN
bsnb	BSN
bsna	BSN
bspry	BSPRY
LOC107382594	BST1
bsx	BSX
btaf1	BTAF1
LOC107381701	BTBD1
btbd10a	BTBD10
btbd10b	BTBD10
btbd11b	BTBD11
btbd17b	BTBD17
btbd17a	BTBD17
LOC107393539	BTBD18
LOC107384144	BTBD2
btbd3a	BTBD3
btbd3b	BTBD3
LOC107391634	BTBD6
LOC139066349	BTBD6
btbd7	BTBD7
btbd9	BTBD9
btd	BTD
btf3	BTF3
LOC107394272	BTF3
LOC107383524	BTF3L4
btg1	BTG1
btg4	BTG4
btk	BTK
LOC107387869	BRCA1
bub1	BUB1
LOC107387549	BUB1
bub1bb	BUB1B
bub3	BUB3
bud13	BUD13
bud31	BUD31
LOC107384615	TRERF1
LOC107380953	TRERF1
LOC107386276	RTN4RL1
aadac	AADAC
LOC107381545	ALPK3
LOC107389479	LSP1
LOC107376823	ZNF594
LOC139070763	AHNAK2
mast3b	MAST4
sash3	SASH3
ccdc175	CCDC175
purab	PURA
psd2	PSD2
LOC129152317,si:dkey-15h8.17	ZXDC
peak1	PEAK1
prkcdb	PRKCD
si:dkey-79d12.5	BTG3
LOC107373084	PCDHB2
adgrf3a	ADGRF3
LOC107385496	TMEM233
rnf212	RNF212
LOC107374127	ANPEP
nrg3b	NRG3
wizb	WIZ
nkpd1	NKPD1
LOC107386348	CADM3
gfra4b	GFRA4
LOC107374349	ZNF518A
LOC107373221	ZNF518A
lrrc7	LRRC7
kiaa0895l	KIAA0895L
abhd8b	ABHD8
isg20	AEN
olfml1	OLFML1
LOC107391331	SLC41A3
fam20ca	FAM20C
trip6	TRIP6
LOC107384058	GPR148
b4galt3	B4GALT3
znf507	ZNF507
retreg1	FAM134B
tgfb5	TGFB2
si:dkeyp-115e12.6	CENPF
apcdd1l	APCDD1L
LOC107388854	CDHR5
msantd1	MSANTD1
alx3	ALX3
LOC129160617	ZBED1
LOC139070340	ZBED4
znf16l	ZNF180
tap2t	ABCB9
kcnk4a	KCNK2
LOC107386681	KCNK2
rims4	RIMS4
afap1	AFAP1
armc3	ARMC3
dgkb	DGKB
meox2a	MEOX2
map3k8	MAP3K8
nat8l2	NAT8
chadla	CHAD
LOC129159940	ZBED1
mrm2	MRM2
zfhx3b	ZFHX3
rin1b	RIN2
si:ch211-125o16.4	AHNAK2
cipca	CIPC
zdhhc22	ZDHHC22
vegfba	VEGFA
LOC107382429	DRD5
wfs1a	WFS1
LOC107377062,LOC139063545,LOC139066091,LOC139066322	ZBED1
LOC129159875	ZBED1
LOC139064402	ZBED1
LOC107374510	ZBED1
LOC139070467	ZBED1
si:dkeyp-84f3.5	ZSCAN2
im:7147486	ZSCAN2
zmat3	ZMAT3
stard9	KIF16B
si:dkey-16l2.16	RAB35
LOC107378404	MFSD11
camk1b	CAMK1
LOC107378782,LOC139070112	PRELID3A
sst1.2	SST
lrrn2	LRRN2
LOC139061526	ZNF594
LOC107396901	ZNF594
LOC107374614	ZNF594
LOC129165068	ZNF594
si:dkey-174i8.1	ARSI
bahd1	BAHD1
uba7	UBA7
LOC107392622	ADGRD2
cacna1ha	CACNA1H
LOC107394473	ZNF79
b4galnt4a	B4GALNT4
paqr4a	ADIPOR1
LOC129154100	ZNF594
LOC107373739	CBLN1
caln1	CALN1
epn3a	EPN3
LOC107389080	MSLNL
LOC139063872	MSLNL
LOC107392581	MSLNL
LOC107375552	RAB11FIP2
crocc2	CROCC2
sned1	SNED1
LOC107395645	TRAF2
arhgap27l	ARHGAP27
LOC107387087	PRR7
parga	PARG
nt5c1ab	NT5C1A
sanbr	KIAA1841
fam161b	FAM161B
polr1g	CD3EAP
lrrc15	GP5
aplnr2	APLNR
mdfic2	RP11-231I13.2
fam117ba	FAM117B
bxdc2	BRIX1
bysl	BYSL
LOC107390197	BZW1
bzw1a	BZW1
emsy	EMSY
atg101	ATG101
cfap298	C21orf59
map3k7cl	MAP3K7CL
c10h21orf91	C21orf91
tmem267	TMEM267
wu:fc17b08	LCOR
edrf1	EDRF1
twnk	TWNK
c12h10orf71	C10orf71
LOC107388264	C10orf71
armh3	C10orf76
myg1	C12orf10
zc3h11a	ZC3H11A
inavab	C1orf106
LOC107384996	C1orf116
c11h1orf50	C1orf50
hmces	HMCES
c7h6orf120	C6orf120
pou2af2	C11orf53
ddias	DDIAS
LOC107375214	HIC2
LOC107377128	MAJIN
ccdc186	CCDC186
c16h10orf88	C10orf88
vps35l	C16orf62
faap100	FAAP100
zgc:153675	TMEM263
mtrfr	C12orf65
lrmda	C10orf11
vsir	C10orf54
fam241a	C4orf32
mtres1	C6orf203
c9orf72	C9orf72
mrnip	MRNIP
smim19	SMIM19
erg28	C14orf1
tmem260	TMEM260
LOC107392043	LRRC74A
c18h14orf28	C14orf28
armh4	C14orf37
tedc1	C14orf80
nkapd1	C11orf57
LOC107381551	TMEM266
c4h15orf40	C15orf40
ccdc32	C15orf57
kdf1a	KDF1
c5h8orf76	C8orf76
cfap119	CCDC189
dglucy	C14orf159
rtraf	C14orf166
cdin1	C15orf41
ccdc9b	C15orf52
ldah	LDAH
cybc1	C17orf62
c4h11orf58	C11orf58
tmem263	TMEM263
arpin	ARPIN
c4h15orf39	C15orf39
c9h15orf48	C15orf48
insyn1	C15orf59
rec114	REC114
c4h15orf61	C15orf61
phaf1	C16orf70
LOC107374312,zgc:112052	C19orf12
c13h19orf47	C19orf47
actmap	C19orf54
c18h3orf33	C3orf33
c19h18orf21	C18orf21
airim	C1orf109
kdf1b	KDF1
ciarta	CIART
glmp	GLMP
LOC107383276	C6orf52
c19h6orf62	C6orf62
mturn	MTURN
tmem268	TMEM268
mydgf	MYDGF
c8h19orf25	C19orf25
faap24	FAAP24
proser3	PROSER3
c1d	C1D
c1galt1a	C1GALT1
c1galt1la	C1GALT1
c1galt1lb	C1GALT1
c1galt1c1	C1GALT1C1L
hikeshi	HIKESHI
hapstr1b	C16orf72
knop1	KNOP1
c6h19orf53	C19orf53
c7h19orf67	C19orf67
hpf1	HPF1
c6h4orf33	C4orf33
trmo	TRMO
sprtn	SPRTN
zgc:92140	C1orf21
LOC107395586	C1orf216
LOC107395550	CIART
c8h1orf52	C1orf52
LOC107385067	C1QC
c1qbp	C1QBP
LOC107385068	C1QC
LOC107387562	C1QL3
LOC107381050	C1QL2
LOC107390283	C1QL2
c1ql3a	C1QL3
c1ql1l2	C1QL1
c1ql3b	C1QL3
c1ql4b	C1QL4
amacr	AMACR
c1qtnf4	C1QTNF4
c1qtnf5	C1QTNF5
c1qtnf6a	C1QTNF8
c1qtnf9	C1QTNF9
c1s.2	C1RL
firrm	C1orf112
fsaf1	C1orf131
c2h1orf198	C1orf198
stum	STUM
wdcp	WDCP
cfap206	CFAP206
tbc1d32	TBC1D32
armt1	ESR1
c8h8orf82	C8orf82
adissp	C20orf27
cfap300	C11orf70
ncbp3	NCBP3
ark2n	C18orf25
c3h18orf54	C18orf54
c10h5orf15	C5orf15
c10h5orf24	C5orf24
faxdc2	FAXDC2
spout1	SPOUT1
zgc:110222	CXorf40B
cfap410	C21orf2
LOC107382758	C21orf62
cbarpb	CBARP
LOC107384095	CBARP
rex1bd	C19orf60
micos13	C19orf70
c8h1orf53	C1orf53
c3h6orf89	C6orf89
LOC129166990	SMDT1
LOC107391082	C1orf116
cfap126	CFAP126
c10h11orf54	C11orf54
prr35	PRR35
skida1	SKIDA1
c7h18orf63	C18orf63
rmc1	C18orf8
c16h8orf33	C8orf33
c7h8orf34	C8orf34
c14h11orf24	C11orf24
cstpp1	C11orf49
rlig1	C12orf29
tigara	TIGAR
tmem266	TMEM266
LOC107388748	CIART
samtor	BMT2
LOC107386005	C2CD2
c2cd2l	C2CD2L
c2cd3	C2CD3
c2cd4a	C2CD4B
LOC107393184	C2CD4C
LOC107384122	C2CD4C
c2cd5	C2CD5
uck2b	UCK2
odr4	C1orf27
c11h1orf35	C1orf35
c11h5orf22	C5orf22
c11h7orf25	C7orf25
ecrg4a	C2orf40
c7h2orf88	C2orf88
mettl26	METTL26
mosmoa	C16orf52
hapstr1a	C16orf72
c5h16orf89	C16orf89
natd1	NATD1
hrob	C17orf53
c12h17orf75	C17orf75
trir	C19orf43
smdt1b	SMDT1
LOC107380193	C3orf52
dipk2ab	C3orf58
LOC107388470	SPX
spx	SPX
nopchap1	C12orf45
tigarb	TIGAR
kics2	C12orf66
rtcb	RTCB
LOC107380050	C4orf45
c5	C5
LOC139062379	C5AR2
spring1	C12orf49
c6h2orf42	C2orf42
cfap299	C4orf22
cfap157	CFAP157
cfap77	CFAP77
carnmt1	CARNMT1
c17h9orf78	C9orf78
c17h9orf85	C9orf85
steep1	CXorf56
radx	CXorf57
LOC107375255	C5orf24
c6.2	C6
bmerb1	C16orf45
c4h17orf67	C17orf67
LOC107387382	C1orf146
c3h1orf159	C1orf159
csgr10h1orf74	C1orf74
oser1	OSER1
c6h22orf23	C22orf23
catip	CATIP
cfap20dc	C3orf67
ilrun	C6orf106
LOC107391250	C6orf106
leg1.1	C6orf58
c7b	C7
c7a	C7
malrd1	MALRD1
terb2	TERB2
c9h16orf87	C16orf87
nicol1	C4orf48
trappc14	C7orf43
sugct	SUGCT
LOC107388041	C7orf50
tex47	C7orf62
LOC107394945	CFAP69
c8a	C8A
c8b	C8B
c8g	C8G
borcs6	BORCS6
inavaa	C1orf106
ccdc181	CCDC181
erich3	ERICH3
cfap74	CFAP74
nol4la	NOL4L
c17h22orf39	C22orf39
rimoc1	C5orf51
aopep	C9orf3
tcima	C8orf4
c9	C9
mrpl30	MRPL30
maip1	MAIP1
c14h2orf49	C2orf49
c7h2orf69	C2orf69
c6h2orf76	C2orf76
nepro	NEPRO
c14h3orf38	C3orf38
LOC107389765	CXorf21
bbln	C9orf16
tor4aa	TOR4A
ccdc180	CCDC180
ca12	CA12
ca14	CA14
ca16b	PTPRG
LOC107383032	CA3
ca4a	CA4
ca5a	CA5A
ca6	CA6
ca7	CA7
ca8	CA8
cab39l	CAB39L
cabin1	CABIN1
cables1	CABLES1
cables2a	CABLES2
cables2b	CABLES2
cabp1b	CABP1
cabp1a	CABP1
cabp4	CABP1
LOC107376883	CABP1
cabp5a	CABP1
cabp5b	CABP1
LOC107386260	CABP7
aste1b	ASTE1
ap1ar	AP1AR
LOC107388962	RASSF8
ccdc69	CCDC69
osbpl8	OSBPL8
cldn34a	CLDN34
slc19a1	SLC19A1
LOC107384863	MKRN2OS
ddr1	DDR2
akap9	AKAP9
cntn3b	CNTN3
LOC107372881	TMEM235
jmjd8	JMJD8
pecam1a	PECAM1
rasa2	RASA2
LOC107386788	CYTL1
plppr2b	PLPPR2
mex3a	MEX3A
LOC107390077	BAZ2B
lsm3	LSM3
LOC107382684	MMP16
lhx3	LHX3
mmp25b	MMP17
iffo2b	ALDH4A1
ppp4r3b	PPP4R3CP
mfsd1	MFSD1
gan	GAN
LOC107386810	STC2
LOC107385374	CDH22
spidr	SPIDR
zgc:101540	SLC27A2
LOC107377581	L3HYPDH
LOC107380264	JAG1
lin28aa	LIN28A
LOC107384870	RNF182
LOC107385406	NFATC2
cdc37	CDC37
pkd1a	PKD1
ccdc66	CCDC66
ifi44g	IFI44L
kcng2	KCNG2
emilin3b	EMILIN3
LOC107391097	IQSEC1
LOC107396573	C1QTNF7
cdcp1b	CDCP1
LOC107394540	CLEC3B
adgrg2a	ADGRG2
LOC107383534	CTSZ
slc25a34	SLC25A35
LOC107378794,LOC139069836	NCOA7
LOC107378797,LOC139070114	NCOA7
LOC107378795	NCOA7
grip1	GRIP1
adcy3a	ADCY3
zmp:0000000936	IL1R1
LOC107387996	CPT1A
cd302	LY75
rinl	RINL
LOC107376515	DIAPH3
slc25a10b	RP13-1032I1.10
LOC107392032	CLDN4
cep170ba	CEP170B
plxna1a	PLXNA1
LOC107386188	IL31RA
LOC107394781	CTAG1B
kcnt1b	KCNT1
ift74	IFT74
LOC107386339	SIM2
LOC107377374	HGFAC
recql4	RECQL4
pklr	PKLR
lyl1	LYL1
LOC107376689	RAB37
LOC107390136	ZNF180
tlx3b	TLX1
parlb	PARL
LOC107391010	CDK17
il1rap	IL1RAP
LOC107394985	VEZF1
LOC107386467	FAM180A
LOC107379166	CRISP3
zmp:0000001167	PPP1R12A
LOC129153487	UBAP1L
ubap1lb	UBAP1L
LOC129163496	PGBD4
mcoln3b	MCOLN3
LOC107392935	TMEM125
hecw2b	HECW2
cobll1b	COBLL1
LOC107385636	RBMS2
LOC107393725	PHYHIP
znf217	ZNF217
LOC107380428	FCHSD2
LOC107395831	CNNM3
LOC107386461	SLC24A3
LOC107382653	PARD3
ralyl	RALYL
LOC107374724	AFF1
ninl	NINL
gxylt1b	GXYLT1
eme2	EME2
LOC107374673	SGK223
peak3	PEAK1
dok3	DOK3
LOC107388760	PCSK5
LOC107392191	KLHDC1
cct2	CCT2
spag9b	SPAG9
lmf1	LMF1
bod1l1	BOD1L1
LOC107386301	FUBP3
LOC107373981	KIAA2026
LOC129164536	GPR20
fads6	FADS6
cytip	CYTIP
LOC107390068	KCNH7
sorcs3a	SORCS3
lin28b	LIN28B
LOC107377779	KIF3C
ccdc177	CCDC177
LOC107397044	ZC3H6
LOC107375755	ZC3H6
LOC107383503	FGD4
LOC107386661	SPATA22
topaz1	TOPAZ1
LOC107384023	KALRN
LOC107393413	HRH4
LOC139062244	CFAP46
LOC107378745	LPCAT1
sar1aa,sar1ab,sar1b	SAR1A
LOC107377647	GRIK2
LOC107374472	SI
tmem38b	TMEM38B
LOC107390087	ACVR1C
LOC107396047	SEL1L3
LOC107384142	UNC13A
LOC107392337	UNC79
ccpg1	CCPG1
cdkn1d	CDKN1A
LOC107383551	TMEM200C
LOC107396735	CXXC4
lrp4	LRP4
grb14	GRB14
LOC107387941	KCNA5
znf821	ZNF821
cep120	CEP120
LOC107392350	TMEM179
qrfprb	QRFPR
LOC107383935	HRH4
c1qtnf6b	C1QTNF8
rps19bp1	RPS19BP1
LOC107375853	PLD5
LOC107380780	EIF4G1
rnf31	RNF31
fkbp15b	FKBP15
wdr25	WDR25
afg2a	SPATA5
tada1	TADA1
adgra1a	ADGRA1
stx18	STX18
LOC107384093	MIDN
LOC107397032	CEP164
LOC107375017	DQX1
acss2l	ACSS2
magl	MGA
LOC107377035	GAL3ST4
LOC107389476	ANO1
bace1	BACE1
LOC107388431	TEAD4
LOC107374801	PITPNM2
acyp1	ACYP2
LOC107374493	EPB41L3
cpxm2	CPXM2
phldb3	PHLDB3
LOC107376254	EVPL
cyld3	CYLD
gas7b	GAS7
LOC107387846	DLG5
LOC107382575	TMX3
LOC107387783	CTBP2
LOC107378087	PELI3
LOC107394547	OSBPL10
LOC107391219	CRELD2
LOC129152511	CRELD2
slc18a3b	SLC18A3
zmp:0000000529	DMWD
LOC107383678	KIF21B
LOC107376127	APBB2
pdgfd	PDGFD
plppr1	PLPPR1
sh2d3a	SH2D3A
ears2	EARS2
LOC107374802	KIF2A
stk39	STK39
LOC107381514,cib2,cib3	CIB2
LOC107376194	GHSR
cacfd1	CACFD1
cachd1	CACHD1
cacna1aa	CACNA1B
cacna1ab	CACNA1B
LOC107373039	CACNA1B
cacna1bb	CACNA1B
cacna1c	CACNA1C
cacna1da	CACNA1D
cacna1eb	CACNA1E
LOC107388593	CACNA1H
LOC107391375	CACNA1H
cacna1ia	CACNA1H
LOC107393140	CACNA1E
LOC107390862	CACNA1S
LOC107388870	CACNA2D1
cacna2d1a	CACNA2D1
cacna2d2a	CACNA2D2
cacna2d2b	CACNA2D2
cacna2d3	CACNA2D3
cacna2d4a	CACNA2D4
LOC107380887	CACNA2D4
cacnb1	CACNB1
cacnb2a	CACNB2
cacnb2b	CACNB2
cacnb3a	CACNB3
cacnb3b	CACNB4
cacnb4a	CACNB4
LOC107380913	CACNB4
LOC107391681	CACNG1
LOC107375153	CACNG2
cacng3a	CACNG3
cacng3b	CACNG3
LOC107376576	CACNG4
LOC107391657	CACNG4
LOC107376517	CACNG5
LOC107391664	CACNG5
LOC107374607	CACNG6
cacng7b	CACNG5
LOC107394394	CACNG4
cacng8b	CACNG4
cactin	CACTIN
cacul1	CACUL1
cacybp	CACYBP
cad	CAD
cadm1a	CADM1
cadm1b	CADM1
cadm2a	CADM2
cadm2b	CADM2
cadm3	CADM3
cadm4	CADM4
cadps2	CADPS2
cadpsb	CADPS
cahz	CA3
calb2a	CALB2
LOC107381340	CALB2
calca	IAPP
LOC107373131	CALCA
calcoco1a	CALCOCO1
calcoco2	TAX1BP1
calcr	CALCR
calcrla	CALCRL
calcrlb	CALCRL
cald1b	CALD1
cald1a	CALD1
calhm1b	CALHM1
calhm3	CALHM3
calml4a	CALML4
calr3b	CALR3
calua	CALU
calub	CALU
caly	CALY
camk1da	CAMK1D
LOC107388454	CAMK1D
camk1gb	CAMK1G
camk2a	CAMK2A
LOC107395908	CAMK2D
camk2b1	CAMK2B
camk2d1,camk2d2	CAMK2D
camk2g2	CAMK2B
LOC107387740	CAMK2B
camk2n1a	CAMK2N2
camkk1a	CAMKK1
camkk1b	CAMKK1
LOC107397234	CAMKK2
camkva	CAMKV
LOC107385789	CAMKV
camkvl	CAMKV
camsap1a	CAMSAP1
camsap1b	CAMSAP1
camsap2a	CAMSAP2
camsap2b	CAMSAP2
camsap3	CAMSAP3
LOC107389772	CAMSAP3
camta1a	CAMTA1
camta2	CAMTA2
cand1	CAND1
LOC107375928	CAND2
cant1b	CANT1
cant1a	CANT1
canx	CANX
cap1	CAP1
cap2	CAP1
capn10	CAPN10
LOC107393875	CAPN2
capn3a	CAPN3
capn3b	CAPN3
LOC107379768	CAPN5
capn5b	CAPN5
capn7	CAPN7
capn8	CAPN8
capn9	CAPN3
capns1a,capns1b	CAPNS2
caprin1b	CAPRIN1
caprin1a	CAPRIN1
caprin2	CAPRIN2
capslb	CAPSL
LOC107395673	CAPZA2
capzb	CAPZB
card11	CARD11
card9	CARD9
carhsp1	CARHSP1
naxd	NAXD
carm1	CARM1
cars1	CARS
cars2	CARS2
LOC107393080	CARTPT
dnai7	CASC1
casc3	CASC3
golm2	CASC4
knl1	KNL1
casd1	CASD1
LOC107381072	CASK
caskin1	CASKIN1
LOC107373155	CASKIN1
LOC107376744	CASKIN2
LOC107396532	CASKIN2
casp2	CASP2
casp3a	CASP3
LOC107375324	CASP6
casp7	CASP7
casp8ap2	CASP8AP2
casp10	CASP10
casp9	CASP9
LOC107386824	CASP9
casq1b	CASQ1
casq1a	CASQ1
casq2	CASQ2
LOC107381038	CASQ2
casr	CASR
cass4	CASS4
casz1	CASZ1
cat	CAT
cav1	CAV1
cav2	CAV2
cav4a	CAV2
cav3	CAV3
cbfa2t2	CBFA2T2
cbfb	CBFB
cbl	CBL
LOC107387219	CBL
cblc	CBLC
cbln1	CBLN1
cbln12	CBLN1
cbln2b	CBLN2
cbln4	CBLN4
LOC107376130,LOC107376131	CBR3
cbr4	CBR4
cbsa	CBSL
cbsb	CBSL
cbwd	CBWD5
LOC107396554	CBX1
cbx1b	CBX1
cbx2	CBX2
LOC107387235	CBX2
cbx3a	CBX3
cbx4	CBX4
LOC107395725	CBX4
cbx7b	CBX4
cbx7a	CBX4
cbx8a	CBX8
cbx8b	CBX8
cc2d1a	CC2D1A
cc2d1b	CC2D1B
cc2d2a	CC2D2A
ccar1	CCAR1
ccbe1	CCBE1
kyat1	KYAT1
LOC107397216	KYAT3
ccdc102a	CCDC102A
cfap36	CFAP36
LOC139070645,LOC139070648	CCDC106
LOC107383045	CCDC106
LOC107395753	CCDC106
ccdc106a	CCDC106
LOC107373545,LOC107375401,LOC107380519,LOC129152362,LOC129155803,LOC129159221,LOC129160561,LOC129160803,LOC129166731,LOC139070235,LOC139070236,LOC139070601	CCDC106
cfap65	CFAP65
LOC107375323	MCUB
cfap53	CFAP53
primpol	PRIMPOL
LOC107394050	CCDC112
cfap263	CCDC113
odad1	CCDC114
ccdc115	CCDC115
ccdc117	CCDC117
ccdc12	CCDC12
ccdc120b	CCDC120
ccdc120a	CCDC120
LOC107377253	CCDC122
ccdc124	CCDC124
ccdc126	CCDC126
LOC107378959	CCDC127
ccdc13	CCDC13
yju2b	CCDC130
vps50	VPS50
ccdc134	CCDC134
ccdc135	DRC7
LOC139071589	CCDC136
ccdc136b	CCDC136
ccdc137	CCDC137
ccdc146	CCDC146
cfap58	CFAP58
LOC107390083	CCDC148
ccdc149a	CCDC149
LOC107375261	CCDC149
ccdc15	CCDC15
odad3	CCDC151
LOC129164459	CCDC152
ccdc157	CCDC157
LOC107373808	CCDC158
drc1	DRC1
ccdc169	CCDC169
LOC107372399	CCDC171
ccdc172	CCDC172
cfap210	CCDC173
ccdc174	CCDC174
LOC107392377	BBOF1
scinlb	CCDC18
cfap45	CFAP45
ccdc22	CCDC22
svbp	SVBP
ccdc25	CCDC25
ccdc28a	CCDC28B
ccdc28b	CCDC28B
ccdc3a	CCDC3
ccdc30	CCDC30
ccdc34	CCDC34
LOC107375518	CCDC38
LOC107378415	CCDC38
cep83	CEP83
LOC107388799	CFAP73
ccdc43	CCDC43
ccdc187	CCDC50
ccdc50a	CCDC50
ccdc51	CCDC51
washc3	CCDC53
mix23	CCDC58
ccdc59	CCDC59
ccdc61	CCDC61
bicdl1	BICDL1
ccdc65	CCDC65
LOC107375956	CCDC6
ccdc71	CCDC71
ccdc73	CCDC73
ccdc74b	CCDC74B
ccdc77	CCDC77
terb1	TERB1
ccdc80	CCDC80
LOC107375360	OTOGL
ccdc80l2	CCDC80
cenatac	CCDC84
ccdc85al	CCDC85A
ccdc85b	CCDC85B
LOC107391696	CCDC85C
ccdc85cb	CCDC85C
ccdc86	CCDC86
LOC107392712	CCDC88A
ccdc88ab	CCDC88A
ccdc88b	CCDC88A
ccdc88c	CCDC88C
zgc:172182	CCDC89
ccdc9	CCDC9
mcur1	MCUR1
ccdc90b	CCDC90B
ccdc92	CCDC92
ccdc93	CCDC93
yju2	CCDC130
cfap184	CCDC96
ccdc97	CCDC97
pelp1	PELP1
cchcr1	LAMA5
LOC107378804,LOC139070021	CCK
LOC107383200	CCK
LOC107381016	CCKBR
cckbrb	CCKBR
ccl20l	CCL20
ccl20a.4	CCL20
ccl20b	CCL20
ccl25b	CCL25
LOC107386067	CCL19
ccm2l	CCM2L
LOC107386911	CCNA1
ccna2	CCNA2
ccnb1	CCNB1
ccnb2	CCNB2
ccnb3	CCNB3
ccnc	CCNC
ccnd1	CCND1
ccnd2a	CCND2
ccnd3	CCND3
ccndbp1	CCNDBP1
ccne1	CCNE1
ccne2	CCNE2
ccnf	CCNF
ccng1	CCNG1
ccng2	CCNG2
LOC107373809	CCNG2
ccnh	CCNH
ccni	CCNI
ccnj	CCNJ
ccnjl	CCNJ
ccnk	CCNK
ccnl1a	CCNL1
LOC107394308	CCNO
ccnt1	CCNT1
ccnt2a	CCNT2
ccnt2b	CCNT2
ccny	CCNY
LOC107383433	CCNYL1
LOC107376494	CCP110
ccr6b	CCR6
