fam162a	Fam162b
lifrb	Il27ra
lifrb	Il6ra
lifrb	Il23r
pdgfab	Pdgfa
hdac10	Hdac10
nipal4	Nipal4
rxrgb	Rxrg
wnt7bb	Wnt7b
stat5b	Stat5b
stat5b	Stat5a
si:dkey-7j14.6	Ms4a18
si:dkey-7j14.6	Ms4a10
si:dkey-7j14.6	Ms4a14
si:dkey-7j14.6	Ms4a6d
si:dkey-7j14.6	Ms4a6c
si:dkey-7j14.6	Ms4a6b
si:dkey-7j14.6	Ms4a1
si:dkey-7j14.6	Ms4a2
si:dkey-7j14.6	Ms4a13
si:dkey-7j14.6	Ms4a15
si:dkey-7j14.6	Ms4a5
si:dkey-7j14.6	Ms4a7
si:dkey-7j14.6	Ms4a19
si:dkey-7j14.6	Ms4a20
ankrd13a	Ankrd13a
stk35	Stk35
cyfip1	Cyfip1
macroh2a2	Macroh2a2
cdk18	Cdk18
rgs13a	Rgs13
fgfr1a	Fgfr1
fzd8a	Fzd8
ramp1	Ramp1
znf330	Zfp330
hist2h3c	H3c14
gpx9	Gpx1
ankfn1a	Ankfn1
fkbp14	Fkbp14
her3	Hes3
gnai3	Gnai3
gnai3	Gnai1
rab5ab	Rab5a
igf2bp2b	Igf2bp2
pcp4a	Pcp4
fahd1	Fahd1
crybb2	Crybb2
emg1	Emg1
camkk1a	Camkk1
stk38l	Stk38l
slx9	Slx9
lipib	Pnlip
lipib	Lipi
slc6a16a	Slc6a21
pde12	Pde12
anks1ab	Anks1
lrrtm4l1	Lrrtm4
si:dkey-1c7.2	Fcamr
tdh	Tdh
pinx1	Pinx1
jag2b	Jag2
sars1	Sars1
cdc42ep4b	Cdc42ep4
hsp90b1	Hsp90b1
ezh1	Ezh1
septin6	Septin6
lnpk	Lnpk
fancd2	Fancd2
nkain4	Nkain4
bbx	Bbx
rock2bl	Rock2
sema3e	Sema3e
bach2b	Bach2
utp23	Utp23
prkacba	Prkaca
prkacba	Prkacb
aspg	Aspg
smad1	Smad1
vps45	Vps45
nras	Nras
cherp	Cherp
rrad	Rrad
tmem121b	Tmem121b
ngdn	Ngdn
stx3a	Stx3
kansl3	Kansl3
filip1a	Filip1
jmjd1cb	Jmjd1c
acaa2	Acaa2
slc22a6l	Slc22a8
ifi44a3	Ifi44l
ifi44a3	Ifi44
tafazzin	Tafazzin
PRKAR2B	Prkar2b
crk	Crk
synpo2lb	Synpo2l
pip5k1cb	Pip5k1c
dynlrb2	Dynlrb2
scamp5a	Scamp5
mmab	Mmab
chchd3b	Chchd3
sestd1	Sestd1
orai1b	Orai1
lama1	Lama1
aasdh	Aasdh
disp3	Disp3
dusp23b	Dusp23
smyd1a	Smyd1
ppdpfa	Ppdpf
tmem168a	Tmem168
si:dkey-11o1.2	Ceacam20
itpr2	Itpr2
mt2	Mt1
mt2	Mt3
mt2	Mt2
mt2	Mt4
elovl1b	Elovl1
tasorb	Tasor
cdh1	Cdh3
ephb1	Ephb1
gpr85	Gpr85
si:dkey-154p10.3	Zfp160
si:dkey-154p10.3	Zfp92
hepacama	Hepacam
mepceb	Mepce
igsf10	Igsf10
cmpk2	Cmpk2
si:dkey-5i3.1	Elapor2
fhl5	Fhl5
LRRTM4	Lrrtm4
igfbp1b	Igfbp1
xpo6	Xpo6
gatm	Gatm
rbpjl	Rbpjl
jarid2b	Jarid2
si:cabz01069582.1	P4ha3
epb41a	Epb41
cfl1	Cfl1
ovol1b	Zfp174
ovol1b	Zscan5b
ovol1b	Zscan29
ovol1b	Scand1
ovol1b	Ovol3
ovol1b	Zscan18
ovol1b	Zfp444
ovol1b	Zkscan17
ovol1b	Zkscan6
ovol1b	Zfp110
ovol1b	Zfp369
ovol1b	Peg3
ovol1b	Zfp446
ovol1b	Zfp641
ovol1b	Zfp202
ovol1b	Zfp770
ovol1b	Zkscan2
chrnb2	Chrnb2
smtnl	Smtnl2
prom1b	Prom1
cabp1b	Cabp1
snx27a	Snx27
frmpd2	Frmpd2
mef2aa	Mef2a
xrcc3	Xrcc3
she	She
coq10a	Coq10a
slc35d1a	Slc35d1
ints8	Ints8
setd4	Setd4
pip4k2aa	Pip4k2a
trhra	Trhr
dtx2	Dtx2
tent2	Tent2
myca	Bmyc
myca	Myc
gadd45ga	Gadd45g
kif1b	Kif1b
si:ch73-6k14.2	Depp1
git1	Git1
ccnjl	Ccnjl
trpc1	Trpc1
tmem98	Tmem98
hip1rb	Hip1r
pi4kab	Pi4ka
irf2a	Irf2
dhtkd1	Dhtkd1
erbb2	Erbb2
ckap2l	Ckap2l
mrpl28	Mrpl28
flrt3	Flrt3
rnf103	Rnf103
abraxas1	Abraxas1
purg	Purg
poln	Poln
pdha1b	Pdha2
pdha1b	Pdha1
gcnt7	Gcnt7
caska	Cask
prr18	Prr18
dipk2ab	Dipk2a
btbd7	Btbd7
ppm1lb	Ppm1l
rdh14a	Rdh14
marcksa	Marcks
mixl1	Mixl1
gemin8	Gemin8
p3h1	P3h1
cnnm4b	Cnnm4
qpctlb	Qpctl
ubtfl	Ubtfl1
ubtfl	Hmgb4
dnmt3bb.1	Dnmt3c
dnmt3bb.1	Dnmt3b
rtn4rl1a	Rtn4rl1
myom1a	Myom1
ctrb.1	Ctrb1
ankrd39	Ankrd39
slc6a5	Slc6a5
fgf8a	Fgf8
plp2b	Plp2
plp2b	Plp2rt
cap2	Cap2
ybx1	Ybx1
slc38a11	Slc38a11
dthd1	Dthd1
mzt1	Mzt1
myl6	Myl6
myl6	Myl6b
ada	Ada
csnk1db	Csnk1d
adgrg4b	Adgrg2
npc2.2	Npc2
bcar3	Bcar3
sorbs2a	Sorbs2
zbtb44	Zbtb44
ctrb.2	Ctrb1
ttc27	Ttc27
sccpdhb	Sccpdh
ptgfrnb	Ptgfrn
snx18b	Snx18
stn1	Stn1
eif4ebp3	Eif4ebp3
slc16a6a	Slc16a6
sacm1lb	Sacm1l
arl15b	Arl15
thbs1b	Thbs1
timm8a	Timm8a2
timm8a	Timm8a1
thap4	Thap4
ftcd	Ftcd
pgrmc2	Pgrmc2
c1qc	C1qc
nop58	Nop58
cox16	Cox16
lats1	Lats1
ift88	Ift88
sox7	Sox7
glcea	Glce
bptf	Bptf
kcng4a	Kcng4
si:ch211-250m6.12	Septin14
ccdc157	Ccdc157
dok7b	Dok7
herpud1	Herpud1
GARRE1	Garre1
cdca7b	Cdca7l
larp1b	Larp1b
il1rapl2	Il1rapl2
wnt9b	Wnt9b
emc8	Emc8
serpinb1l3	Serpinb8
rpp14	Rpp14
plekhs1.2	Plekhs1
asgrl1	Clec4g
asgrl1	Fcer2a
asgrl1	Clec4n
asgrl1	Cd209c
asgrl1	Cd209b
asgrl1	Cd209d
asgrl1	Cd209a
asgrl1	Cd209e
asgrl1	Clec4a1
asgrl1	Cd207
hs6st1a	Hs6st1
mphosph10	Mphosph10
mllt11	Mllt11
tmc2a	Tmc2
npepps	Npepps
sf3b5	Sf3b5
mon2	Mon2
nog3	Nog
il17a/f3	Il17f
zgc:66472	Zfp160
zgc:66472	Ctcfl
zgc:66472	Zfp553
zgc:66472	Zfp282
zgc:66472	Zfp764l1
zgc:66472	Zfp764
zgc:66472	Zfp688
zgc:66472	Zfp92
zgc:66472	Zfp473
zgc:66472	Zfp780b
zgc:66472	Zfp790
zgc:66472	Zfp574
zgc:66472	Zfp689
zgc:66472	Zfp74
ppm1h	Ppm1h
ppm1h	Ppm1m
ppm1h	Ppm1j
ppm1h	Ppm1n
tecrb	Tecr
etaa1a	Etaa1
ccdc88c	Ccdc88c
ercc3	Ercc3
rgma	Rgma
kel	Mme
itga2.2	Itga2
sft2d3	Sft2d3
ebf1a	Ebf1
gria2a	Gria2
zbtb22b	Zbtb22
kif22	Kif22
vegfc	Vegfc
map2k2a	Map2k2
cdc16	Cdc16
zgc:158258	AA986860
efnb3a	Efnb3
im:7147486	Zfp91
acsf2	Acsf2
nlk2	Nlk
dnajb1b	Dnajb3
dnajb1b	Dnajb1
dnajb1b	Dnajb8
dnajb1b	Dnajb7
dnajb1b	4930503B20Rik
ubxn6	Ubxn6
st3gal5	St3gal5
scg2b	Scg2
rps10	Rps10
ppfia3	Ppfia3
rpl18a	Rpl18a
bsnd	Bsnd
fbxo18	Fbh1
zgc:162472	Bdp1
tnfaip2b	Tnfaip2
itga1	Itga1
dnah12	Dnah12
nkx2.4a	Nkx2-4
aak1a	Aak1
ywhae1	Ywhae
dock4b	Dock4
igsf21a	Igsf21
mettl27	Mettl27
kcnq5a	Kcnq5
si:ch211-51h9.6	2510002D24Rik
qdprb.1	Qdpr
mapk1	Mapk1
eif4ebp1	Eif4ebp1
fhod1	Fhod1
tmem170b	Tmem170b
c1qtnf6a	C1qtnf6
trnau1apa	Trnau1ap
otulinb	Otulin
lrp10	Lrp10
si:dkey-250k15.9	Ceacam20
cdkn1a	Cdkn1a
zgc:195212	Top6bl
fbxl9	Fbxl9
psip1a	Psip1
ubtd1b	Ubtd1
dnm1a	Dnm1
slc5a3b	Slc5a3
sema6cb	Sema6c
asb14b	Asb14
fuca2	Fuca2
rp2	Rp2
ttll7	Ttll7
irx5b	Irx5
pde4dip	Pde4dip
rangap1a	Rangap1
si:dkey-50i6.5	Thap3
txlnbb	Txlnb
cp	Cp
mmp14a	Mmp14
angpt2a	Angpt2
ano2a	Ano2
snrpd1	Snrpd1
ptgir	Ptgir
msrb1b	Msrb1
dnd1	Dnd1
prdm1a	Prdm1
med20	Med20
asb8	Asb8
bricd5	Bricd5
vcpkmt	Vcpkmt
rbp1.1	Rbp1
klhl36	Klhl36
gorab	Gorab
cdkn1cb	Cdkn1c
vps8	Vps8
polm	Polm
ascl1b	Ascl2
tp53bp2a	Trp53bp2
elapor2a	Elapor2
nck1b	Nck1
ccdc120b	Ccdc120
krt94	Krt19
opn1sw1	Opn1sw
nkd2a	Nkd2
tmem199	Tmem199
ttc4	Ttc4
me1	Me1
rps15	Rps15
svopl	Svopl
myoz1a	Myoz1
map10	Map10
atp6v0e1	Atp6v0e
si:ch211-148l7.4	Zfp160
si:ch211-148l7.4	Ctcfl
si:ch211-148l7.4	Zfp553
si:ch211-148l7.4	Zfp282
si:ch211-148l7.4	Zfp764l1
si:ch211-148l7.4	Zfp764
si:ch211-148l7.4	Zfp688
si:ch211-148l7.4	Zfp92
si:ch211-148l7.4	Zfp689
si:ch211-148l7.4	Zfp74
auh	Auh
ccdc47	Ccdc47
draxinb	Draxin
fbxl5	Fbxl5
pon2	Pon2
pon2	Pon1
pon2	Pon3
ugt2a1	Ugt2b5
ugt2a1	Ugt2b35
ugt2a1	Ugt2b1
ugt2a1	Ugt2b37
ugt2a1	Ugt2b38
ugt2a1	Ugt2b34
ugt2a1	Ugt2b36
kcnj3a	Kcnj3
si:ch73-182e20.4	Prss33
si:ch73-182e20.4	Prss42
si:ch73-182e20.4	Klk15
si:ch73-182e20.4	Prss47
si:ch73-182e20.4	Prss40
si:ch73-182e20.4	Prss39
si:ch73-182e20.4	Prss34
si:ch73-182e20.4	Prss48
si:ch73-182e20.4	Prss32
si:ch73-182e20.4	Prss46
vasnb	Vasn
srsf4	Srsf4
got1	Got1
ca12	Car12
nupr1b	Nupr1
nupr1b	Nupr2
klhl22	Klhl22
mtmr3	Mtmr3
foxred1	Foxred1
rbfox1	Rbfox1
tbc1d31	Tbc1d31
mapk15	Mapk15
cnpy4	Cnpy4
nipal3	Nipal3
ganabb	Ganab
gpr161a	Gpr161
thsd7aa	Thsd7a
dpysl5b	Dpysl5
colgalt2b	Colgalt2
celf2	Celf2
polr2f	Polr2f
haus6	Haus6
ebf1b	Ebf1
sox1b	Sox1
mrps30	Mrps30
kcnk12l	Kcnk7
pcyt1aa	Pcyt1a
abi3bpb	Abi3bp
nmur1b	Nmur1
C11H1orf50	AU022252
alg8	Alg8
eral1	Eral1
pikfyve	Pikfyve
si:dkey-78k11.9	Npsr1
tsfm	Tsfm
gyg1a	Gyg1
ilf2	Ilf2
fzd7b	Fzd7
moxd1	Moxd1
si:dkey-62k3.6	Plscr3
si:dkey-62k3.6	Plscr4
fbxw4	Fbxw4
cfap300	Cfap300
pip5kl1	Pip5kl1
neurl1aa	Neurl1a
tifa	Tifa
ucmab	Ucma
si:ch211-232i5.3	Fyb2
nfe2l1a	Nfe2l1
sfxn5a	Sfxn5
pih1d1	Pih1d1
dapp1	Dapp1
cep290	Cep290
b4galt2	B4galt2
bmal1b	Bmal1
aplp2	Aplp2
zgc:112163	A130010J15Rik
plekhj1	Plekhj1
gemin6	Gemin6
septin7a	Septin7
vav3b	Vav3
slc6a14	Slc6a14
pdzrn4	Pdzrn4
cenph	Cenph
whrnb	Whrn
mast2	Mast2
mrps31	Mrps31
atg13	Atg13
zbtb3	Zbtb3
phlda3	Phlda3
fbxo40.2	Fbxo40
wtip	Wtip
bag1	Bag1
pnpla6	Pnpla6
zmiz1a	Zmiz1
necab2	Necab2
lratd2b	Lratd2
rap1gapl	Rap1gap2
si:cabz01087415.1	Cpne6
naxd	Naxd
zc4h2	Zc4h2
fzd3b	Fzd3
chmp5a	Chmp5
pwp2h	Pwp2
ap5s1	Ap5s1
pgfb	Pgf
alx1	Alx1
hes2.2	Hes2
sp4	Sp4
hsbp1b	Hsbp1
arsia	Arsi
rabl6b	Rabl6
cacng7b	Cacng7
tnpo2a	Tnpo2
abhd17ab	Abhd17a
gnsa	Gns
asb13a.2	Asb13
itprid2	Itprid2
mipepb	Mipep
F2R	F2r
psmb10	Psmb10
dnajb4	Dnajb4
plcd4a	Plcd4
nedd8	Nedd8
grhl2a	Grhl2
ahsa1a	Ahsa1
csf3b	Csf3
lyrm4	Lyrm4
nrcama	Nrcam
tmem144a	Tmem144
ifit12	Ifit3
ifit12	Ifit1
ifit12	Ifit1bl2
ifit12	Ifit3b
ifit12	Ifit2
ifit12	Ifit1bl1
epob	Epo
map3k21	Map3k21
serpinh1a	Serpinh1
elf3	Elf3
fam117ba	Fam117b
rsph14	Rsph14
hnrnpa0l	Hnrnpa3
tal1	Tal1
cdk19	Cdk19
gsta.2	Gsta1
gsta.2	Gsta2
gsta.2	Gsta5
gsta.2	Gsta13
dolk	Dolk
ramp2	Ramp2
masp2	Masp2
pdpk1b	Pdpk1
tekt3	Tekt3
kcnh5b	Kcnh5
exo1	Exo1
ank1b	Ank1
ivd	Ivd
cmss1	Cmss1
nrarpa	Nrarp
sema3ab	Sema3a
chtopa	Chtop
tmem120ab	Tmem120a
chrnb1l	Chrnb1
vps39	Vps39
cdk1	Cdk1
gphb5	Gphb5
ddx23	Ddx23
COLEC10	Colec10
zdhhc16b	Zdhhc16
si:ch211-226m7.4	Cfap107
crfb2	Ifnlr1
trappc4	Trappc4
ypel1	Ypel1
tango2	Tango2
crfb15	Il22ra1
crfb15	Il10ra
crfb15	Ifnar2
crfb15	Ifngr1
sh3bgrl	Sh3bgrl
edn1	Edn1
chchd4a	Chchd4
chchd4a	AU015836
erh	Erhrt-ps
erh	Erh
plagl2	Zfp174
plagl2	Zscan5b
plagl2	Zscan29
plagl2	Scand1
plagl2	Ovol3
plagl2	Zscan18
plagl2	Zfp444
plagl2	Zkscan17
plagl2	Zkscan6
plagl2	Zfp110
plagl2	Zfp369
plagl2	Peg3
plagl2	Zfp446
plagl2	Zfp641
plagl2	Plagl2
plagl2	Zfp202
plagl2	Zfp770
plagl2	Plagl1
plagl2	Zkscan2
ap3m1	Ap3m1
egln3	Egln3
prrg1	Prrg1
ddx24	Ddx24
b3gnt2b	B3gnt2
phf13	Phf13
slc2a3a	Slc2a3
fyco1a	Fyco1
lrrc23	Lrrc23
si:dkey-11o1.7	Ceacam20
megf11	Megf11
rpp40	Rpp40
tmtc4	Tmtc4
nedd4l	Nedd4l
xcr1a.1	Xcr1
lmod2b	Lmod2
dnajb9b	Dnajb9
rnf7	Rnf7l
rnf7	Rnf7
prg4a	Prg4
clgn	Clgn
brf1b	Brf1
gpr155b	Gpr155
gpr141	Gpr141
zbtb10	Zbtb10
dph6	Dph6
arhgap45b	Arhgap45
ostf1	Ostf1
stard10	Stard10
snrpg	Snrpg
tmem178bb	Tmem178b
marchf8	Marchf8
qsox1	Qsox1
ppp2r3b	Ppp2r3d
ubn1	Ubn1
slc27a4	Slc27a4
srsf2a	Srsf2
tpx2	Tpx2
dagla	Dagla
oser1	Oser1
lratd1	Lratd1
nae1	Nae1
marchf4a	Marchf4
p2rx8	P2rx5
fam131ba	Fam131b
ttf1.2	Ttf1
chrm1a	Chrm1
syngr2b	Syngr2
capza1b	Capza1b
capza1b	Capza1
itga10	Itga10
illr4	Clec4f
macir	Macir
kcnj10a	Kcnj10
si:ch211-71m22.3	Plscr3
si:ch211-71m22.3	Plscr4
htra2-3	Htra2
elmo1	Elmo1
pmpcb	Pmpcb
tmem243a	Tmem243
mcf2lb	Mcf2l
scdb	Scd2
scdb	Scd4
txnl4b	Txnl4b
nos1	Nos1
prima1	Prima1
nup62l	Nup62
sephs3	Sephs2
lrrk1	Lrrk1
coa6	Coa6
dnali1	Dnali1
med16	Med16
nectin3b	Nectin3
gpc4	Gpc4
tbcb	Tbcb
nkap	Nkapl
dao.2	Dao
arid3b	Arid3b
rab35b	Rab35
cdc42bpab	Cdc42bpa
zbtb11	Zbtb11
mpp3a	Mpp3
slc29a4b	Slc29a4
rif1	Rif1
gys1	Gys1
spout1	Spout1
tln1	Tln1
pfkfb1	Pfkfb1
ap2b1	Ap2b1
foxh1	Foxh1
iglon5	Iglon5
snx11	Snx11
rnf41	Rnf41
ccdc33	Ccdc33
adipoqa	Adipoq
depdc5	Depdc5
mrpl1	Mrpl1
tjp1a	Tjp1
slc23a2	Slc23a2
golga7	Golga7
zp3a.1	Zp3
si:dkey-160o24.3	B3gnt6
cabp2a	Cetn2
cabp2a	Calm4
cabp2a	Calm5
cabp2a	Efcab15
ntn1b	Ntn1
suclg2	Suclg2
psmb9a	Psmb9
dctpp1	Dctpp1
blzf1	Blzf1
kcnj12a	Kcnj12
hs6st2	Hs6st2
znf622	Zfp622
kbtbd8	Kbtbd8
sec14l8	Sec14l4
sec14l8	Sec14l3
cysltr1	Cysltr1
pef1	Pef1
adra2db	Or13f5
adra2db	Or56a42
adra2db	Or56a41
adra2db	Or56a4
adra2db	Or56a5
adra2db	Or56a3b
adra2db	Or56a3
upp2	Upp2
si:dkey-201l21.4	Septin14
mpeg1.3	Pfpl
mpeg1.3	Mpeg1
atp6ap2	Atp6ap2
si:dkey-185p13.1	Vps4b
yaf2	Yaf2
atg2b	Atg2b
hycc1	Hycc1
noto	Noto
mgp	Mgp
f8	Hephl1
slc1a1	Slc1a1
prf1.7	Prf1
zgc:92907	Glt28d2
epb41l5	Epb41l5
txnb	Txn1
camsap2a	Camsap2
atg4b	Atg4b
si:dkey-258f14.3	Ldlr
znf106b	Zfp106
hoxb4a	Hoxb4
agt	Agt
plpp7a	Plpp7
mea1	Mea1
zgc:123105	4833439L19Rik
hoxb8a	Hoxb8
bscl2l	Bscl2
rnf115b	Rnf115
ntng1b	Ntng1
ttc29	Ttc29
ldhd	Ldhd
cyp27a1.4	Cyp27a1
acat2	Acat3
acat2	Acat2
tjp2b	Tjp2
col4a2	Col4a2
itih3a.2	Itih3
mybphb	Mybph
anks1b	Anks1b
smg7	Smg7
txndc12	Txndc12
tbxta	Tbx21
oprk1	Oprk1
lepr	Lepr
cdc42bpaa	Cdc42bpa
cavin4b	Cavin4
adm2a	Adm2
cert1b	Cert1
sh3bgr	Sh3bgr
nars2	Nars2
mfng	Mfng
cycsb	Cyct
rpl23a	Rpl23a
dhx33	Dhx33
map3k5	Map3k5
insrb	Insr
p2rx4a	P2rx4
etnk2	Etnk2
f2rl1.1	F2rl1
zic3	Zic3
ess2	Ess2
rgs9b	Rgs9
pigl	Pigl
tulp1b	Tulp1
nudcd2	Nudcd2
jdp2a	Jdp2
fgl2a	Fgl2
capn12	Capns2
kazald3	Kazald1
trappc10	Trappc10
ypel5	Ypel5
ilrun	Ilrun
si:ch211-241b2.5	Pdcd1lg2
efr3ba	Efr3b
si:dkey-52d15.3	Pzp
si:dkey-52d15.3	Mug1
si:dkey-52d15.3	Gm7298
si:dkey-52d15.3	Mug2
si:dkey-52d15.3	A2ml1
prlh2	Prlh
hmg20b	Hmg20b
chfr	Chfr
matn1	Matn1
ccdc186	Ccdc186
rdh5	Rdh5
pomca	Pomc
cep85	Cep85
phyhipla	Phyhipl
ptgesl	Ptges2
slc35d2	Slc35d2
tsr3	Tsr3
syt1b	Syt1
vcla	Vcl
odr4	Odr4
dnajc5gb	Dnajc5g
gabrr2a	Gabrr2
ms4a17a.3	Ms4a18
ms4a17a.3	Ms4a10
ms4a17a.3	Ms4a14
ms4a17a.3	Ms4a6d
ms4a17a.3	Ms4a6c
ms4a17a.3	Ms4a6b
ms4a17a.3	Ms4a1
ms4a17a.3	Ms4a2
ms4a17a.3	Ms4a13
ms4a17a.3	Ms4a15
ms4a17a.3	Ms4a5
ms4a17a.3	Ms4a7
ms4a17a.3	Ms4a19
ms4a17a.3	Ms4a20
ifi44a1	Ifi44l
ifi44a1	Ifi44
socs3b	Socs3
camk2n1	Camk2n1
apip	Apip
arhgef2a	Arhgef2
prlra	Prlr
fbxo46	Fbxo46
spg21	Spg21
cog6	Cog6
tspan2b	Tspan2
ddx42	Ddx42
mtif3	Mtif3
ankhb	Ank
abcd1	Abcd1
znf740b	Zfp740
sycp3	Gm21861
sycp3	Gm28961
sycp3	Gm21858
sycp3	Gm29564
sycp3	Gm14692
sycp3	1700013H16Rik
sycp3	Gm21258
sycp3	Gm21095
sycp3	Gm10147
sycp3	Xlr5c
sycp3	Gm773
sycp3	Gm20814
sycp3	Gm20870
sycp3	Gm20894
sycp3	Xlr4b
sycp3	Sycp3
sycp3	Gm57478
sycp3	Gm35134
sycp3	Gm30737
sycp3	Gm28490
sycp3	Gm21294
sycp3	Gm10487
sycp3	Gm20896
sycp3	Gm1140
sycp3	Gm29276
sycp3	Gm20929
sycp3	Gm28510
sycp3	Xlr5a
sycp3	Gm14632
sycp3	Gm21760
sycp3	Gm29866
sycp3	Gm21209
sycp3	Xlr3a
sycp3	Sly
sycp3	Gm28919
sycp3	Gm4297
sycp3	Gm20736
sycp3	Gm31571
sycp3	Gm5168
sycp3	Gm20824
sycp3	Gm28897
sycp3	Gm21117
sycp3	Gm14819
sycp3	Gm10096
sycp3	Gm29554
sycp3	Gm20837
sycp3	Gm21650
sycp3	Gm10488
sycp3	Gm2030
sycp3	Gm21173
sycp3	Gm21366
sycp3	Gm16405
sycp3	Gm28553
sycp3	Xlr
sycp3	Gm1993
sycp3	Gm20835
sycp3	Xlr4c
sycp3	Gm20869
sycp3	Gm21256
sycp3	Gm21518
sycp3	Gm21477
sycp3	Gm5935
sycp3	Gm21865
sycp3	Gm21488
sycp3	Gm16430
sycp3	Gm20838
sycp3	Gm20820
sycp3	Gm20903
sycp3	Gm28998
sycp3	Gm20890
sycp3	Gm21094
sycp3	Gm28102
sycp3	Xlr4a
sycp3	Xlr3c
sycp3	Gm28891
sycp3	Gm28827
sycp3	Gm20792
sycp3	Gm5169
sycp3	Gm29110
sycp3	Gm20937
sycp3	Slxl1
sycp3	Gm20897
sycp3	Gm5934
sycp3	Gm20905
sycp3	Gm4836
sycp3	Gm20920
sycp3	Gm14525
sycp3	Gm20883
sycp3	Gm20843
sycp3	Gm21317
sycp3	Gm21739
sycp3	Gm21627
sycp3	Xlr3b
sycp3	Xlr5b
sycp3	Gm20931
sycp3	3830403N18Rik
sycp3	Gm6121
sycp3	Gm20888
sycp3	Gm20850
sycp3	Gm10486
sycp3	Gm20855
sycp3	Gm28576
sycp3	Gm21409
sycp3	Gm21497
sycp3	Gm20911
sycp3	Gm20817
sycp3	Gm20916
sycp3	Gm29582
sycp3	Gm10058
sycp3	Gm2012
sycp3	Gm20908
sycp3	Gm21996
sycp3	Gm28870
sycp3	Slx
sycp3	Gm10230
sycp3	Gm20906
gpr22b	Gpr22
sox14	Sox14
mvk	Mvk
gapdh	Gapdh
gapdh	Gapdhrt
gapdh	Gapdhrt2
tmem120aa	Tmem120a
ap4b1	Ap4b1
cers2a	Cers2
npr1a	Npr2
shc1	Shc1
tfcp2l1	Tfcp2l1
uba7	Uba1
uba7	Uba1y
uba7	Uba7
tmem30aa	Tmem30a
fbxo31	Fbxo31
tap1	Tap1
rfx6	Rfx6
tal2	Tal2
nrd1a	Nrdc
scrn2	Scrn2
max	Max
lamtor4	Lamtor4
clec3ba	Clec3b
usf1l	Usf1
tmt1a.3	Tmt1a2
tmt1a.3	Tmt1a
tmt1a.3	Tmt1a3
atg5	Atg5
anpeplb	Lvrn
neurl2	Neurl2
b3gnt7	B3gnt7
plex9.1	Trex2
plex9.1	Trex1
gtf2f2b	Gtf2f2
insl3	Insl3
micos13	Micos13
srcin1b	Srcin1
s100t	S100a2
s100t	S100a7a
s100t	S100a3
s100t	S100a14
s100t	S100a4
s100t	S100a6
s100t	S100g
s100t	Crnn
s100t	S100a10
s100t	S100a9
s100t	Gm5849
s100t	Gm63953
s100t	Gm63964
s100t	S100a8
s100t	S100a5
scn3b	Scn3b
eny2	Eny2
serhl	Serhl
fosl1b	Fosl1
ela2	Cela2a
rab7b	Rab7
coro1b	Coro1b
arpin	Arpin
hvcn1	Hvcn1
trmt10b	Trmt10b
lhx4	Lhx4
myo1ha	Myo1h
dph7	Dph7
ginm1	Ginm1
nfil3	Nfil3
ttf1.1	Ttf1
hnrnpua	Hnrnpu
meis2a	Meis2
tacc3	Tacc3
dusp12	Dusp12
nexmifa	Nexmif
fbxo38	Fbxo38
cisha	Cish
thpo	Thpo
mcf2a	Mcf2
nrbp1	Nrbp1
tgfbrap1	Tgfbrap1
vil1	Vil1
atp5fa1	Atp5f1a
itih6	Itih6
pth1b	Pth
prepl	Prepl
ndrg3b	Ndrg3
c1qbp	C1qbp
yeats2	Yeats2
ntaq1	Ntaq1
psma2b	Psma2
tfap2c	Tfap2c
cabp4	Cabp2
vipb	Vip
pgam1b	Pgam1
dhps	Dhps
sypb	Syp
ift81	Ift81
fam43b	Fam43b
phf23b	Phf23
slc22a18	Slc22a18
vegfbb	Vegfb
cyp8b1.2	Cyp8b1
C1H4orf33	D3Ertd751e
cfap57	Cfap57
has2	Has2
kdm5ba	Kdm5b
plxnc1	Plxnc1
si:ch211-113a14.24	H1f6
si:ch211-113a14.27	H3c7
mpeg1.1	Pfpl
mpeg1.1	Mpeg1
ccdc22	Ccdc22
dok4	Dok4
fndc1	Fndc1
il10	Il10
mblac2	Mblac2
lhx2b	Lhx2
sik2a	Sik2
ddx39ab	Ddx39a
bag2	Bag2
pxk	Pxk
m6pr	M6pr
vwa7	Vwa7
tmbim1a	Tmbim1
arfgap3	Arfgap3
sirt4	Sirt4
calhm2.1	Calhm2
MAJIN	Majin
oxgr1a.2	Oxgr1
si:ch211-113a14.18	H1f6
sytl1	Sytl1
kpna4	Kpna4
wdr18	Wdr18
yipf1	Yipf1
selenoo2	Selenoo
grm6a	Grm6
itprip	Itprip
s100v2	S100a13
hal	Hal
gna13a	Gna13
si:ch73-206p6.1	Plscr5
si:ch73-206p6.1	Plscr3
si:ch73-206p6.1	Plscr4
sos1	Sos1
copa	Copa
dlgap1a	Dlgap1
ugt5c2	Ugt2a3
ugt5c2	Ugt1a6a
ugt5c2	Ugt1a6b
ugt5c2	Ugt1a2
ugt5c2	Ugt1a5
ugt5c2	Ugt1a8
ugt5c2	Ugt1a7c
ugt5c2	Ugt1a10
ugt5c2	Ugt1a9
ugt5c2	Ugt2a2
ugt5c2	Ugt2a1
arhgef16	Arhgef16
acvr1l	Acvrl1
slc1a7b	Slc1a7
praf2	Praf2
fam199x	Fam199x
mustn1a	Mustn1
arid1ab	Arid1a
fstb	Fst
lrrc47	Lrrc47
bicral	Bicral
C14HXorf65	Gm614
