mt-nd1	MT-ND1
tvp23b	TVP23C
stx1b	STX1B
rack1	RACK1
m6pr	M6PR
lonp2	LONP2
mrpl34	MRPL34
macroh2a2	MACROH2A2
gdf6b	GDF7
nkx2.4a	NKX2-4
gtpbp3	GTPBP3
baz2a	BAZ2A
rcl1	RCL1
mpv17	MPV17
nsun5	NSUN5
phc1	PHC1
trim16	TRIM16
ano8a	ANO8
pak4	PAK4
rttn	RTTN
chn1	CHN1
plvapb	PLVAP
FADS6	FADS6
mybl2a	MYBL2
kiz	KIZ
med16	MED16
nme5	NME5
tgm2b	TGM2
ush1gb	USH1G
si:dkeyp-113d7.1	ZNF479
si:dkeyp-113d7.1	ZNF626
si:dkeyp-113d7.1	ZNF675
si:dkeyp-113d7.1	ZNF737
si:dkeyp-113d7.1	ZNF273
si:dkeyp-113d7.1	ZNF680
si:dkeyp-113d7.1	ZNF730
si:dkeyp-113d7.1	ZNF431
si:dkeyp-113d7.1	ZNF257
si:dkeyp-113d7.1	ZNF100
si:dkeyp-113d7.1	ZNF430
si:dkeyp-113d7.1	ZNF66
si:dkeyp-113d7.1	ZNF114
si:dkeyp-113d7.1	ZNF253
si:dkeyp-113d7.1	ZNF92
si:dkeyp-113d7.1	ZNF98
si:dkeyp-113d7.1	ZNF723
mir101b	MIR101-2
cant1a	CANT1
ap4s1	AP4S1
gcat	GCAT
styk1b	STYK1
GXYLT1	GXYLT1
SCAMP1	SCAMP1
krt94	KRT19
iqgap3	IQGAP3
ptges3b	PTGES3
sgk2a	SGK2
rps18	RPS18
ash2l	ASH2L
siah1	SIAH1
anxa3b	ANXA3
babam1	BABAM1
kiaa0895l	MATCAP1
plvapa	PLVAP
mapre2	MAPRE2
atf2	ATF2
calhm5.1	CALHM5
HID1	HID1
eaf2	EAF2
naca	NACA
syngr2a	SYNGR2
mcm5	MCM5
eny2	ENY2
ccdc9	CCDC9
rap1gapl	RAP1GAP2
n4bp1	N4BP1
hnrnpaba	HNRNPAB
tmc6a	TMC6
RING1	RING1
cep162	CEP162
hikeshi	HIKESHI
tent5ab	TENT5A
gbf1	GBF1
pdlim4	PDLIM4
cyp24a1	CYP24A1
ccdc149a	CCDC149
l3mbtl1a	L3MBTL1
SPIDR	SPIDR
nr2f6a	NR2F6
casp2	CASP2
csnk2a2a	CSNK2A2
tsn	TSN
nudcd1	NUDCD1
ushbp1	USHBP1
sae1	SAE1
mir218a-2	MIR218-2
cebpd	CEBPD
elovl4b	ELOVL4
hmox1a	HMOX1
lgi2a	LGI2
p4ha2	P4HA2
phykpl	PHYKPL
cbln1	CBLN1
prkd1	PRKD1
prim1	PRIM1
PDZRN4	PDZRN4
nr2f6b	NR2F6
zgc:154006	ELL3
zgc:154006	OCEL1
ralgapa2	RALGAPA2
trhrb	TRHR
clcn1b	CLCN1
aldh2.1	ALDH2
kcne4	KCNE4
sepsecs	SEPSECS
lnpa	LNPK
TMEM74	TMEM74
ap1s3a	AP1S3
mcm4	MCM4
tmem259	TMEM259
marveld2l	ELL3
marveld2l	OCEL1
cutc	CUTC
notum1a	NOTUM
RND1	RND1
znf423	ZNF423
evx2	EVX2
SRSF6	SRSF6
serpine3	SERPINE3
ksr1a	KSR1
zc3h4	ZC3H4
arhgef2	ARHGEF2
pdxp	PDXP
hoxd12a	HOXD12
manbal	MANBAL
cox15	COX15
CNTN1	CNTN1
slc30a2	SLC30A2
ZNF319	ZNF319
FAM53C	FAM53C
kcnn1a	KCNN1
dlgap4b	DLGAP4
foxred2	FOXRED2
kgd4	KGD4
ddx23	DDX23
ola-mir-31	MIR31
ints6	INTS6
myadml2	MYADML2
hoxd11a	HOXD11
irf3	IRF3
scg2a	SCG2
mtcl3b	MTCL3
fam131bb	FAM131B
pycr1a	PYCR2
pycr1a	PYCR1
ncapg	NCAPG
ankrd54	ANKRD54
pomgnt2	POMGNT2
SRC	SRC
jakmip2	JAKMIP2
eif2s2	EIF2S2
KCNIP2	KCNIP2
psmd13	PSMD13
gtf3c2	GTF3C2
rnf146	RNF146
hoxd10a	HOXD10
ctbp1	CTBP1
foxg1a	FOXG1
ercc2	ERCC2
npdc1a	NPDC1
csnk1g2b	CSNK1G2
cnih4	CNIH4
mafga	MAFG
ube2v2	UBE2V2
wdr18	WDR18
si:cabz01080888.1	SLC24A2
spef2	SPEF2
vezf1a	VEZF1
SMAP1	SMAP1
adamts13	ADAMTS13
MIR10B	MIR10B
prr12a	PRR12
wdfy1	WDFY1
dcun1d1	DCUN1D1
cep350	CEP350
aebp1a	AEBP1
hmgxb4a	HMGXB4
cyb5r4	CYB5R4
pou5f3	POU3F1
pou5f3	POU5F2
pou5f3	POU5F1B
pou5f3	POU5F1
chmp4bb	CHMP4B
chmp4bb	CHMP4BP1
hoxd4a	HOXD4
cnot1	CNOT1
PCYT2	PCYT2
stx6	STX6
setd9	SETD9
myo18aa	MYO18A
myl9b	MYL9
zgc:123321	YIPF7
hddc2	HDDC2
hoxd3a	HOXD3
VAPB	VAPB
sirt3	SIRT3
sntg1	SNTG1
ddx56	DDX56
eif4a2	EIF4A2
cenpk	CENPK
wdfy2	WDFY2
fam184b	FAM184B
apcdd1l	APCDD1L
polr2m	POLR2M
lifra	IL12RB1
lifra	CRLF2
lifra	IL2RG
lifra	OSMR
lifra	IL27RA
lifra	IL3RA
lifra	IL6R
lifra	IL23R
si:ch73-334d15.1	UGT3A1
si:ch73-334d15.1	UGT2A3
si:ch73-334d15.1	UGT2B11
si:ch73-334d15.1	UGT2B28
si:ch73-334d15.1	UGT2B10
si:ch73-334d15.1	UGT1A6
si:ch73-334d15.1	UGT1A5
si:ch73-334d15.1	UGT1A4
si:ch73-334d15.1	UGT1A3
si:ch73-334d15.1	UGT1A8
si:ch73-334d15.1	UGT1A10
si:ch73-334d15.1	UGT1A7
si:ch73-334d15.1	UGT1A9
si:ch73-334d15.1	UGT2B7
si:ch73-334d15.1	UGT2B4
si:ch73-334d15.1	UGT2B15
si:ch73-334d15.1	UGT2B17
cd226	CD226
serpine2	SERPINE2
dpysl3	DPYSL3
kdm3b	KDM3B
pmvk	PMVK
znf512	ZNF512
ascc3	ASCC3
vapb	VAPB
fut7	FUT5
fut7	FUT6
fut7	FUT3
HPS6	HPS6
zgc:154046	CRAT
GNAS	GNAS
rdh14	RDH14
dok6	DOK6
cacnb3a	CACNB3
myzap	MYZAP
rce1a	RCE1
s1pr5a	S1PR5
rexo1	AEN
prom2	PROM2
haspin	HASPIN
lbx1a	LBX2
lbx1a	LBX1
drd4b	DRD4
zgc:123305	LPIN3
spc24	SPC24
chrna2b	CHRNA2
tpd52l1	TPD52L1
osr1	OSR1
cep78	CEP78
DECR1	DECR1
ccr10	CCR10
rpl34	RPL34
b3gnt5b	B3GNT5
DUSP26	DUSP26
hdac10	HDAC10
nfe2l2a	NFE2L2
klc3	KLC3
klc3	KLC4
alox12	ALOX12
slc2a15b	SLC2A7
cgnl1	CGNL1
alkbh1	ALKBH1
dre-mir-148	MIR148A
dre-mir-148	MIR148B
ldb1a	LDB1
kri1	KRI1
npb	NPW
npb	NPB
tbl1xr1b	TBL1XR1
rfc4	RFC4
ptk2bb	PTK2B
etnppl	ETNPPL
slirp	SLIRP
agps	AGPS
STK32A	STK32A
reep2	REEP2
crispld1a	CRISPLD1
cdo1	CDO1
rab22a	RAB22A
pprc1	PPRC1
SNORA62	SNORA6
zmiz2	ZMIZ2
IER5L	IER5L
adck1	ADCK1
apbb2b	APBB2
rapgefl1	RAPGEFL1
sez6a	SEZ6
rnaseka	RNASEK
AP3S1	AP3S1
rnf217	RNF217
ST18	ST18
olig2	OLIG2
ANKRD34A	ANKRD34A
pnpla7a	PNPLA7
ostc	OSTC
asb6	ASB6
egr1	EGR4
olig1	OLIG1
ctsd	CTSD
SNORA50A	SNORA50A
emg1	EMG1
kri1	KRI1
nkain2	NKAIN2
tmem79	TMEM79
COMMD10	COMMD10
ache	ACHE
kcnmb2a	KCNMB2
CKM	CKM
mknk2b	MKNK2
fgf8b	FGF8
zc3h14	ZC3H14
tcf12	TCF12
hpxa	MMP12
hpxa	MMP10
hpxa	MMP3
hpxa	MMP20
hpxa	MMP27
hpxa	MMP26
insm1b	INSM1
oga	OGA
sox9b	SOX9
psmd2	PSMD2
casc3	CASC3
adcy6a	ADCY6
stk10	STK10
trdn	TRDN
bcdin3d	BCDIN3D
nrxn3a	NRXN3
GADL1	GADL1
ing4	ING4
pi15a	PI15
mcf2l2	MCF2L2
denr	DENR
FABP6	FABP6
pik3ca	PIK3CA
batf	BATF
ACACA	ACACA
cers5	CERS5
rb1cc1	RB1CC1
COL25A1	COL25A1
gale	GALE
gdap1	GDAP1
snapc2	SNAPC2
hspa12a	HSPA12A
ccnjl	CCNJL
sstr2b	SSTR2
tpra1	TPRA1
dpcd	DPCD
jmjd6	JMJD6
hip1ra	HIP1R
jph1a	JPH1
USP22	USP22
gnao1a	GNAO1
c1qtnf2	C1QTNF2
ap1s1	AP1S1
mob3a	MOB3A
nsmfa	NSMF
zgc:114120	SRCIN1
actr5	ACTR5
mark4b	MARK4
flvcr2b	FLVCR2
slu7	SLU7
akap7	AKAP7
akap7	AKAIN1
mettl23	METTL23
COX14	COX14
nppcl	NPPC
poll	POLL
osgep	OSGEP
zap70	ZAP70
zbtb8a	ZBTB8A
eloca	ELOC
dio2	DIO2
kcnmb3	KCNMB3
gpd1b	GPD1
cbfb	CBFB
nsd1a	NSD1
osbpl6	OSBPL6
eno4	ENO4
rbm47	RBM47
SEMA6A	SEMA6A
ndufa4l2a	NDUFA4L2
EIF4G1	EIF4G1
mfsd8l2	MFSD10
chchd6b	CHCHD6
setd3	SETD3
hmgcl	HMGCL
ube2wa	UBE2W
npm3	NPM3
gapdh	GAPDH
stt3b	STT3B
RILPL1	RILPL1
med9	MED9
TNNT1	TNNT1
serpine1	SERPINE1
apex1	APEX1
si:ch1073-44g3.1	C5orf24
med23	MED23
si:dkeyp-14d3.1	TMEM132C
CASKIN2	CASKIN2
SOX8	SOX8
SHMT2	SHMT2
shtn1	SHTN1
sh3pxd2b	SH3PXD2B
gjb3	GJB3
atp5po	ATP5PO
phaf1	PHAF1
wbp1lb	WBP1L
smarcd1	SMARCD1
BCL11B	BCL11B
CCNY	CCNY
tbx2a	TBX2
ephb3a	EPHB3
stau2	STAU2
qsox1	QSOX1
slc15a4	SLC15A4
zgc:77056	KIAA1143
sufu	SUFU
ppm1db	PPM1D
gjb10	GJB4
gjb10	GJB5
as3mt	AS3MT
NXPH4	NXPH4
agap3	AGAP3
mvp	MVP
RAB26	RAB26
iffo1b	IFFO1
sbno1	SBNO1
sfxn1	SFXN1
adamts10	ADAMTS10
fhip1b	FHIP1B
grb7	GRB7
tnfrsf1a	TNFRSF1A
ppip5k1a	PPIP5K1
ADAP1	ADAP1
zanl	ZAN
snrpd3	SNRPD3
cnnm2b	CNNM2
errb2	ESRRB
zfp91	ZFP91
plekhg6	PLEKHG6
stac3	STAC3
lhx4	LHX4
zdhhc3a	ZDHHC3
g6pd	G6PD
cnga4	CNGA4
mir146a	MIR146B
plxna1b	PLXNA1
adora2ab	ADORA2A
il20ra	IL20RA
mettl18	METTL18
atp7a	ATP7A
rnps1	RNPS1
ect2	ECT2
acbd6	ACBD6
mrpl51	MRPL51
mc2r	MC2R
map3k14b	MAP3K14
ubtd1a	ZDHHC16
trappc10	TRAPPC10
gbx1	GBX1
rdh10a	RDH10
gpd1a	GPD1
ehd3	EHD3
pabpc4	PABPC4
CDK2AP1	CDK2AP1
grnb	GRN
asb10	ASB10
mns1	MNS1
ankrd49	ANKRD49
rpl7	RPL7
fbxl6	FBXL6
larp7	LARP7
gpr83	GPR83
MPHOSPH9	MPHOSPH9
prkra	PRKRA
doc2a	DOC2A
fam171a2b	FAM171A2
inab	INA
mbd6	MBD6
vrk1	VRK1
ylpm1	YLPM1
FAM237A	FAM237A
tapbpl	TAPBPL
glt1d1	GLT1D1
GABRB2	GABRB2
asic1a	ASIC1
cdk2ap2	CDK2AP2
c1r	PRRG2
tcea3	TCEA3
atp7a	ATP7A
RFX7	RFX7
nupr1b	NUPR2
nupr1b	NUPR1
rrp12	RRP12
ak7b	AK7
ADAM23	ADAM23
TMEM132D	TMEM132D
aip	AIP
PITPNM2	PITPNM2
myo1f	MYO1F
pard3ab	PARD3
sgf29	SGF29
hspb7	HSPB9
stum	STUM
gabra6b	GABRA6
SBSPON	SBSPON
jakmip3	JAKMIP3
fzd10	FZD10
abca3b	ABCA3
CELA1	CELA1
tmem134	TMEM134
hsf4	HSF4
rbp5	FABP5
rbp5	RBP5
rbp5	FABP4
rbp5	PMP2
rbp5	FABP12
rbp5	FABP9
coq8aa	COQ8A
terf1	TERF1
gls2a	GLS2
sin3b	SIN3B
galcb	GALC
kif5aa	KIF5A
gabra1	GABRA1
pus1	PUS1
spns1	SPNS1
dnaaf3l	DNAAF3
klf7b	KLF7
cdk5	CDK5
atp10b	ATP10B
noc4l	NOC4L
kcnk6	KCNK6
tnni1b	TNNI1
tent5ba	TENT5B
slc52a2	SLC52A2
slc52a2	SLC52A1
tmem54a	TMEM54
ptpn6	PTPN6
serping1	SERPING1
sh2b1	SH2B1
zdhhc18a	ZDHHC18
dnah5	DNAH5
PRTG	PRTG
HDAC1	HDAC1
vax1	VAX1
antxr1d	ANTXRL
pigv	PIGV
zgc:56095	FTL
zgc:56095	FTMT
zgc:56095	FTHL17
gal3st4	GAL3ST4
creb1b	CREB1
csrp1b	CSRP1
piwil1	PIWIL3
piwil1	PIWIL1
smarca4a	SMARCA4
rimbp2a	RIMBP2
trpa1b	TRPA1
itpkb	ITPKB
arid1aa	ARID1A
MINAR1	MINAR1
ciao2b	CIAO2B
nfatc1	NFATC1
mblac1	MBLAC1
slc35f2l	SLC35F2
DMXL1	DMXL1
cmklr2	CMKLR2
ccnyl1	CCNYL1
ccnyl1	CCNYL1B
zswim6	ZSWIM6
nav1b	NAV1
gabrg2	GABRG2
abcb8	ABCB8
mpdu1b	MPDU1
syncrip	SYNCRIP
evc	EVC
epb41l2	EPB41L2
cabp4	CABP2
gpn2	GPN2
stx12	STX12
plin2	PLIN2
tlcd3ba	TLCD3B
lck	BLK
si:dkey-87k14.1	FLRT2
atg9b	ATG9B
gpatch3	GPATCH3
mgst1.2	MGST1
ino80da	INO80D
ccnf	CCNF
pcdh1a	PCDH1
sox19b	SRY
sox19b	SOX15
sox19b	SOX12
chd4b	CHD4
znf488	ZNF488
pigp	PIGP
gsc	GSC
tmem41ab	TMEM41A
bub1	BUB1
plekhm3	PLEKHM3
senp3b	SENP3
gdf10a	GDF10
rexo4	REXO4
kdf1a	KDF1
mybphb	MYBPH
gpr155b	GPR155
hmox2b	HMOX2
dicer1	DICER1
nr0b2a	NR0B2
ccni2	CCNI2
lonrf1	LONRF1
stk24a	STK24
EVC2	EVC2
si:dkey-17o15.2	FYTTD1
hnrnpd	HNRNPD
acer1	ACER1
dennd4c	DENND4C
tmem222a	TMEM222
clns1a	CLNS1A
PCDHAC2	PCDHAC2
spryd4	SPRYD4
fam167b	FAM167B
cmip	CMIP
dnaja3a	DNAJA3
septin8a	SEPTIN8
enoph1	ENOPH1
SNORD10	SNORD10
cytl1	CYTL1
mllt1a	MLLT1
HRH2	HRH2
hsd17b4	HSD17B4
matk	MATK
hey2	HEY2
msc	MSC
mtx2	MTX2
wdtc1	WDTC1
kcnip1b	KCNIP1
sorcs2	SORCS2
dlc1	DLC1
mtr	MTR
MAPK8	MAPK8
pfn2a	PFN2
stx18	STX18
sumo1	SUMO1
pigb	PIGB
tmem150c	TMEM150C
eya1	EYA1
si:dkey-1d7.3	TMEM132B
si:dkey-1d7.3	TMEM132A
pex7	PEX7
cdipt	CDIPT
NSG1	NSG1
coro7	CORO7
stx2b	STX2
shroom1	SHROOM1
hoxD4b	HOXA4
clmna	CLMN
acsbg2	ACSBG2
zfr2	ZFR2
ahsg2	AHSG
ola-mir-10d	MIR10B
gabrb2a	GABRB2
tdh2	HSD3B2
tdh2	HSD3B1
aff4	AFF4
npm1a	NPM1
syne3	SYNE3
SLC35D3	SLC35D3
rprd1b	RPRD1B
tacc1	TACC1
cep85	CEP85
tmem200a	TMEM200A
lnpk	LNPK
NRP1	NRP1
tmem144b	TMEM144
ssr2	SSR2
prr16	PRR16
cldn7b	CLDN7
atcaya	ATCAY
vasnb	VASN
fgf11b	FGF11
txlnba	TXLNB
sh2b3	SH2B3
pam16	PAM16
kif3a	KIF3A
sec31a	SEC31A
cebpz	CEBPZ
sostdc1b	SOSTDC1
map3k2	MAP3K2
arhgap22a	ARHGAP22
rfx2	RFX2
gabra6a	GABRA6
gabrr2a	GABRR2
guk1a	GUK1
hspa4a	HSPA4
GAN	GAN
glis2b	GLIS2
PPFIA3	PPFIA3
gask1b	GASK1B
atg4db	ATG4D
zbtb41	ZBTB41
ccng1	CCNG1
adgrd1	ADGRD1
grpel1	GRPEL1
HSPA2	HSPA2
col2a1a	COL2A1
GRIA2	GRIA2
si:dkey-112m2.1	TMEM132C
nudcd2	NUDCD2
igfn1.3	IGSF22
nlgn2b	CES5A
nlgn2b	CES4A
nlgn2b	CES1
nlgn2b	CES2
tada2b	TADA2B
thrb	THRB
aggf1	AGGF1
tfap4	TFAP4
CHRNA1	CHRNA1
tfam	TFAM
mast1b	MAST1
ecel1	ECEL1
ipo8	IPO8
atxn2	ATXN2
clec3ba	CLEC3B
zgc:63882	C1orf35
lin54	LIN54
itgb1b.1	ITGB1
CEBPZOS	CEBPZOS
arpc3	ARPC3
TMEM158	TMEM158
mydgf	MYDGF
xkr9	XKR9
ipmkb	IPMK
septin8b	SEPTIN8
tmem198ab	TMEM198
ccdc96	CFAP184
naglu	NAGLU
gja10a	GJA10
slc15a1a	SLC15A1
gad1b	GAD1
haus6	HAUS6
cdh11	CDH11
EPC1	EPC1
srl	SRL
rab1aa	RAB1B
slc44a1a	SLC44A3
desmb	DES
gdf9	GDF9
xaf1	XAF1
lars2	LARS2
SCARNA8	SCARNA8
gpn3	GPN3
cops4	COPS4
uqcrq	UQCRQ
nmbr	NMBR
nkx2.4b	NKX2-4
kiaa0513	KIAA0513
cdc42l	CDC42
r3hcc1	R3HCC1
zmp:0000000524	RNF14
rtbdn	RTBDN
taf5	TAF5
GLRB	GLRB
clic4	CLIC4
tekt1	TEKT1
gje1b	GJE1
spred2a	SPRED2
plaa	PLAA
fcho1	FCHO1
rnf170	RNF170
hspa4b	HSPA4
ep400	EP400
xrn2	XRN2
tram1	TRAM1L1
tram1	TRAM1
mlf2	MLF2
etaa1a	ETAA1
sec61a1b	SEC61A1
vta1	VTA1
plac8.1	PLAC8
rab27a	RAB27A
ndfip1l	NDFIP1
crebbpb	CREBBP
lrrc18a	LRRC18
zfp36l1a	ZFP36L1
adamts6	ADAMTS6
cavin1b	CAVIN1
prg4b	PRG4
nr1d2b	NR1D2
ppp3r1b	PPP3R1
pdcd11	PDCD11
spock3	SPOCK3
si:ch211-234p6.5	PLEKHA4
pdgfc	PDGFC
LIMD1	LIMD1
junbb	JUNB
atp6v0a1b	ATP6V0A1
tmem229b	TMEM229B
her4.4	HES5
her4.4	HEYL
mcm8	MCM8
grm4	GRM4
spry4	SPRY4
tlk1b	TLK1
adgrg6	ADGRG6
caprin2	CAPRIN2
ENO2	ENO2
vstm4a	VSTM4
map1aa	MAP1A
zdhhc21	ZDHHC21
mta1	MTA1
kdm6bb	KDM6B
ugt8	UGT8
HOOK2	HOOK2
vrk3	VRK3
deptor	DEPTOR
ncoa2	NCOA2
gnpda1	GNPDA1
cwc27	CWC27
tnfaip8l1	TNFAIP8L1
tbc1d14	TBC1D14
tprb	TPR
foxl1	FOXL1
ARHGAP26	ARHGAP26
nudt3b	NUDT3
HOOK3	HOOK3
cntnap3	CNTNAP3B
cntnap3	CNTNAP3
cntnap3	CNTNAP3C
DDX39A	DDX39A
sf3a3	SF3A3
tp53bp1	TP53BP1
inpp5ka	INPP5K
NFIB	NFIB
atn1	ATN1
ubr4	UBR4
midn	MIDN
insm1a	INSM1
hspa14	HSPA14
ndst3	NDST4
neil3	NEIL3
crls1	CRLS1
CFAP61	CFAP61
prdm14	PRDM14
pitpnaa	PITPNA
rps10	RPS10
ces3	CES5A
ces3	CES4A
ces3	CES1
ces3	CES2
trap1	TRAP1
tpi1b	TPI1
nr3c1	NR3C1
cidec	CIDEC
cipcb	CIPC
ppwd1	PPWD1
pcolcea	PCOLCE
mapkapk5	MAPKAPK5
si:ch211-212d10.1	CMA1
si:ch211-212d10.1	GZMH
si:ch211-212d10.1	CTSG
si:ch211-212d10.1	GZMB
txn2	TXN2
drgx	DRGX
ncor2	NCOR2
maneal	MANEAL
NR3C1	NR3C1
rhoq	RHOQ
znf410	ZNF410
lpcat3	LPCAT3
rfng	RFNG
cilp2	CILP2
pdik1l	PDIK1L
trim23	TRIM23
slco5a1a	SLCO5A1
crnkl1	CRNKL1
prss12	PRSS12
pacsin1b	PACSIN1
slc43a2a	SLC43A2
yjefn3	YJEFN3
cope	COPE
ctcf	CTCF
calhm1b	CALHM1
myh9b	MYH9
mpp1	MPP1
ercc6	ERCC6
gatad2ab	GATAD2A
dcxr	DCXR
uqcrc1	UQCRC1
ostf1	OSTF1
mettl14	METTL14
si:dkeyp-80c12.4	ITPRIP
kiaa0232	KIAA0232
sulf1	SULF1
nudt21	NUDT21
mcfd2	MCFD2
S100P	S100P
RAB40C	RAB40C
clstn3	CLSTN3
nmrk1	NMRK1
tubgcp4	TUBGCP4
aga	AGA
zfpm1	ZFPM1
hmces	HMCES
ctps1a	CTPS1
SPDEF	SPDEF
ttc7a	TTC7A
cers1	CERS1
tmlhe	TMLHE
pdcb	PDC
entpd5b	ENTPD5
mrpl13	MRPL13
wfikkn1	WFDC8
wfikkn1	WFDC6
wfikkn1	SPINT1
wfikkn1	EPPIN
wfikkn1	SPINT4
wfikkn1	LRP11
rab7a	RAB7A
ncln	NCLN
ilrun	ILRUN
DNAAF5	DNAAF5
ogfod1	OGFOD1
kctd16a	KCTD16
mzt2b	MZT2A
mzt2b	MZT2B
rnf122	RNF122
adra1d	ADRA1D
mybpc2b	MYBPC2
mettl26	METTL26
rint1	RINT1
cdkn2aip	CDKN2AIP
rflna	RFLNA
phtf1	PHTF1
ptgs2b	PTGS2
cart2	CARTPT
mau2	MAU2
tradd	TRADD
dis3l2	DIS3L2
naa20	NAA20
snrpc	SNRPC
lemd3	LEMD3
CPQ	CPQ
myo1cb	MYO1C
prkar1b	PRKAR1B
KIF5B	KIF5B
atrx	ATRX
gcnt4b.1	GCNT4
msrb3	MSRB3
csgalnact1b	CSGALNACT1
gnao1b	GNAO1
si:ch73-105b23.6	MUC4
ccdc92	CCDC92
cd109	CD109
ctnna2	CTNNA2
pex5	PEX5
ola-mir-24a-1	MIR3074
ola-mir-24a-1	MIR24-1
si:dkey-237h12.3	TENM3
s1pr4	S1PR4
dnm1l	DNM1L
samd15	SAMD15
gabra3	GABRA3
iqgap1	IQGAP1
pfkfb2b	PFKFB2
fgf16	FGF16
chmp7	CHMP7
dera	DERA
mindy1	MINDY1
cog4	COG4
rab42a	RAB39A
use1	USE1
pld5	PLD5
lgi3	LGI3
pdgfab	PDGFA
zdhhc15b	ZDHHC15
dscc1	DSCC1
cert1b	CERT1
esf1	ESF1
cdca3	CDCA3
sfswap	SFSWAP
gmeb1	GMEB1
gpr158b	GPR158
gnb3a	GNB3
TMEM164	TMEM164
yipf5	YIPF5
uprt	UPRT
epcam	TACSTD2
epcam	EPCAM
anks1ab	ANKS1A
fgfr1a	FGFR1
anxa13l	ANXA8L1
anxa13l	ANXA8
anxa13l	ANXA9
anxa13l	ANXA13
slc25a38a	SLC25A38
crk	CRK
lmo3	LMO3
kctd16b	KCTD16
mmp17a	MMP17
YY1	YY1
dnajc15	DNAJC15
ndufaf5	NDUFAF5
tcp11	TCP11X2
tcp11	TCP11X1
DDIT4L	DDIT4L
gfod2	GFOD2
GRXCR2	GRXCR2
rac3b	RAC3
lrrc75a	LRRC75A
sun1b	SUN1
ammecr1	AMMECR1
p3h3	P3H3
abcb7	ABCB7
zgc:162928	C8orf34
SV2C	SV2C
mrs2	MRS2
emc1	EMC1
sestd1	SESTD1
thap11	THAP11
plac8l1	PLAC8L1
rpsa	RPSA2
rpsa	RPSA
arhgef39	ARHGEF39
pla2g4ab	PLA2G4A
plekhh2	PLEKHH2
nrn1lb	NRN1L
lrrc45	LRRC45
spag17	SPAG17
poldip2	POLDIP2
APBB1IP	APBB1IP
kif4	KIF4A
atp5fa1	ATP5F1A
CLPTM1L	CLPTM1L
CXCL12	CXCL12
lars1b	LARS1
ulk1b	ULK1
lrrtm1	LRRTM1
nexmifb	NEXMIF
lrrc4bb	LRRC4B
tmem199	VMA12
il17ra1a	IL17RA
zc3h18	ZC3H18
slc38a8b	SLC38A8
yod1	YOD1
trub1	TRUB1
ubn2b	UBN2
rlim	RLIM
aqp11	AQP11
abi1b	ABI1
suclg1	SUCLG1
thada	THADA
rfx5	RFX5
glod5	GLOD5
crtc3	CRTC3
prex2	PREX2
smtnl	SMTNL2
usp5	USP5
ptprua	PTPRU
psmb4	PSMB4
F2RL2	F2RL2
pak1	PAK1
svilb	SVIL
tmem72	TMEM72
cog7	COG7
trir	TRIR
znf385b	ZNF385B
si:dkey-163m14.2	F2R
tmem161a	TMEM161A
ccp110	CCP110
rnf165b	ARK2C
tmem121b	TMEM121B
f2rl1.1	F2RL1
acbd5b	ACBD5
col12a1b	COL12A1
si:dkey-162b23.4	SLC9B2
si:dkey-162b23.4	SLC9B1
f2rl1.2	F2RL1
zfp36l2	ZFP36L2
si:ch211-106h11.1	LRRC8E
mkrn1	MKRN3
mkrn1	MKRN1
cwc22	CWC22
crkl	CRKL
cmtr2	CMTR2
yme1l1b	YME1L1
gemin4	GEMIN4
rassf4a	RASSF4
pcxb	PC
evlb	EVL
s100z	S100Z
kcnj9	KCNJ9
exoc6	EXOC6
crhbp	CRHBP
rab18b	RAB18
engl	TGFBR3L
KCNK4	KCNK4
mss51	MSS51
adamtsl5	ADAMTSL5
eif3f	EIF3F
calb2b	CALB2
tmem178bb	TMEM178B
snrpb2	SNRPB2
slc2a1b	SLC2A1
usp2a	USP2
hcar1-3	OXER1
cdc42se1	CDC42SE1
rpgrip1l	RPGRIP1L
gys2	GYS2
mss51	MSS51
ccdc85al	CCDC85A
serinc4	SERINC4
ptk2ab	PTK2
hp1bp3	HP1BP3
pde8b	PDE8B
cisd2	CISD2
itprid2	ITPRID2
gdpd4a	GDPD4
loxhd1b	LOXHD1
cd99l2	CD99L2
tbcela	TBCEL
pkn1b	PKN1
sec23b	SEC23B
cpa6	CPA6
fbxo48	FBXO48
bdh2	BDH2
rbm27	RBM27
borcs8	BORCS8
mideasb	MIDEAS
neurod1	NEUROD1
haao	HAAO
magl	MGA
myo7aa	MYO7A
dnaaf6	DNAAF6
cops7a	COPS7A
eif4g3a	EIF4G3
nox5	NOX5
ptgr2	PTGR2
papolg	PAPOLG
esrra	ESRRA
ptger4a	PTGER4
arpc5b	ARPC5
got2b	GOT2
gprc5ba	GPRC5B
SPX	SPX
pip4p1a	PIP4P1
cerkl	CERKL
taf10	TAF10
cnrip1a	CNRIP1
tmem62	TMEM62
mrps27	MRPS27
PAOX	PAOX
REL	REL
si:ch211-154o6.3	WDR64
si:ch211-154o6.3	FBXW12
arfgef1	ARFGEF1
rfxank	RFXANK
golt1ba	GOLT1B
si:ch211-265g22.4	ERFL
rap1gapb	RAP1GAP
slc3a2a	SLC3A2
runx3	RUNX3
pex13	PEX13
frmpd3	FRMPD3
pou4f3	POU4F3
prdx5	PRDX5
proza	PROZ
ttbk2a	CSNK1A1L
lig1	LIG1
snx15	SNX15
SLC29A2	SLC29A2
znf366	ZNF366
mtg1	MTG1
